Query name                     Template name                       Score
C54524810                      NOC_434_1LI4                       0.6139
C51043238                      NOC_434_1LI4                       0.6908
C40532219                      NOC_434_1LI4                       0.7055
C65192644                      NOC_434_1LI4                       0.7245
C49821942                      NOC_434_1LI4                       0.6484
C40470883                      NOC_434_1LI4                       0.6023
C21122198                      NOC_434_1LI4                       0.7007
C55140571                      NOC_434_1LI4                       0.5654
C40484277                      NOC_434_1LI4                       0.7125
C00236594                      NOC_434_1LI4                       0.7616
C52764181                      NOC_434_1LI4                       0.6063
C41074072                      NOC_434_1LI4                       0.5761
C01724573                      NOC_434_1LI4                       0.5511
C50752663                      NOC_434_1LI4                       0.6300
C42015355                      NOC_434_1LI4                       0.7297
C34959316                      NOC_434_1LI4                       0.5629
C55085799                      NOC_434_1LI4                       0.6146
C44877711                      NOC_434_1LI4                       0.5856
C11736879                      NOC_434_1LI4                       0.5584
C55385197                      NOC_434_1LI4                       0.6746
C49104501                      NOC_434_1LI4                       0.7285
C04653302                      NOC_434_1LI4                       0.5675
C60863876                      NOC_434_1LI4                       0.6127
C44243871                      NOC_434_1LI4                       0.6124
C37435895                      NOC_434_1LI4                       0.5792
C62812660                      NOC_434_1LI4                       0.6785
C48835240                      NOC_434_1LI4                       0.6473
C35118599                      NOC_434_1LI4                       0.6261
C58844798                      NOC_434_1LI4                       0.6283
C49842389                      NOC_434_1LI4                       0.6150
C25708819                      NOC_434_1LI4                       0.7426
C62135700                      NOC_434_1LI4                       0.5728
C48839677                      NOC_434_1LI4                       0.6364
C39783564                      NOC_434_1LI4                       0.6149
C63173749                      NOC_434_1LI4                       0.6478
C50244412                      NOC_434_1LI4                       0.6008
C40166079                      NOC_434_1LI4                       0.6115
C62947843                      NOC_434_1LI4                       0.6604
C50929543                      NOC_434_1LI4                       0.6126
C40215803                      NOC_434_1LI4                       0.5826
C15442870                      NOC_434_1LI4                       0.6733
C51092689                      NOC_434_1LI4                       0.6317
C40582673                      NOC_434_1LI4                       0.5971
C65410242                      NOC_434_1LI4                       0.5771
C50244638                      NOC_434_1LI4                       0.5700
C14266586                      NOC_434_1LI4                       0.6764
C00442587                      NOC_434_1LI4                       0.5403
C61147578                      NOC_434_1LI4                       0.5941
C40829882                      NOC_434_1LI4                       0.6049
C07115043                      NOC_434_1LI4                       0.6404
C54492868                      NOC_434_1LI4                       0.6132
C42870592                      NOC_434_1LI4                       0.6399
C34940191                      NOC_434_1LI4                       0.5489
C50376757                      NOC_434_1LI4                       0.5842
C41665255                      NOC_434_1LI4                       0.6479
C12536997                      NOC_434_1LI4                       0.6154
C62843205                      NOC_434_1LI4                       0.6070
C48950518                      NOC_434_1LI4                       0.6655
C21789265                      NOC_434_1LI4                       0.5124
C61148259                      NOC_434_1LI4                       0.6188
C44749875                      NOC_434_1LI4                       0.6841
C35737010                      NOC_434_1LI4                       0.5199
C54525754                      NOC_434_1LI4                       0.6003
C44877836                      NOC_434_1LI4                       0.5801
C08665106                      NOC_434_1LI4                       0.4273
C18022132                      NOC_434_1LI4                       0.6522
C49150713                      NOC_434_1LI4                       0.5982
C36929677                      NOC_434_1LI4                       0.5444
C62811564                      NOC_434_1LI4                       0.6466
C48865782                      NOC_434_1LI4                       0.6029
C36962706                      NOC_434_1LI4                       0.5429
C62101358                      NOC_434_1LI4                       0.5308
C48421033                      NOC_434_1LI4                       0.6867
C36929621                      NOC_434_1LI4                       0.5402
C01675321                      NOC_434_1LI4                       0.7007
C49468670                      NOC_434_1LI4                       0.6927
C37641735                      NOC_434_1LI4                       0.6681
C63007428                      NOC_434_1LI4                       0.7150
C50398429                      NOC_434_1LI4                       0.6374
C40471761                      NOC_434_1LI4                       0.5354
C09970412                      NOC_434_1LI4                       0.5356
C49206653                      NOC_434_1LI4                       0.6588
C39946881                      NOC_434_1LI4                       0.5050
C09915810                      NOC_434_1LI4                       0.5348
C50661714                      NOC_434_1LI4                       0.6837
C40247926                      NOC_434_1LI4                       0.6584
C13058772                      NOC_434_1LI4                       0.6991
C50222791                      NOC_434_1LI4                       0.6783
C40481323                      NOC_434_1LI4                       0.5357
C11569049                      NOC_434_1LI4                       0.6222
C50324143                      NOC_434_1LI4                       0.6793
C42203879                      NOC_434_1LI4                       0.5008
C06382867                      NOC_434_1LI4                       0.6539
C51147725                      NOC_434_1LI4                       0.7289
C42350868                      NOC_434_1LI4                       0.7254
C05600629                      NOC_434_1LI4                       0.4751
C61844946                      NOC_434_1LI4                       0.6516
C40471443                      NOC_434_1LI4                       0.5820
C16916104                      NOC_434_1LI4                       0.3925
C37519208                      NOC_434_1LI4                       0.6843
C40558446                      NOC_434_1LI4                       0.6431
C29656251                      NOC_434_1LI4                       0.6908
C51146529                      NOC_434_1LI4                       0.6474
C40378266                      NOC_434_1LI4                       0.5511
C02617787                      NOC_434_1LI4                       0.6555
C50306263                      NOC_434_1LI4                       0.6027
C20530728                      NOC_434_1LI4                       0.5454
C22159445                      NOC_434_1LI4                       0.5263
galux-align: processed 108 molecules in 8.46119276s.
Average (per molecule): 78.3443775ms.
