name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C48968764,1,1,1,1,1,0,0,0,0,1,0,0.5454545454545455,0.6621,0.11392405063291139
C00289936,0,1,1,2,0,0,0,0,0,1,0,0.4545454545454546,0.6277,0.06578947368421052
C07143778,1,1,1,1,0,0,0,0,0,1,0,0.4545454545454546,0.6642,0.07954545454545454
C42507217,1,1,1,2,0,0,0,0,0,0,0,0.4545454545454546,0.7042,0.05555555555555555
C36976638,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.7207,0.07058823529411765
C47786006,1,0,0,0,0,0,0,0,1,1,1,0.36363636363636365,0.5855,0.05555555555555555
C40531256,0,0,1,0,0,0,0,1,1,1,0,0.36363636363636365,0.6098,0.06976744186046512
C42420343,1,0,0,0,1,1,0,0,0,1,0,0.36363636363636365,0.5405,0.05063291139240506
C04525690,1,0,0,0,0,1,0,1,1,0,0,0.36363636363636365,0.5619,0.05714285714285714
C58429607,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.7339,0.056179775280898875
C64625478,1,0,0,0,0,0,0,1,0,0,1,0.2727272727272727,0.6707,0.07608695652173914
C39969955,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.7576,0.10344827586206896
C62243092,0,0,0,0,0,0,1,1,0,1,0,0.2727272727272727,0.6226,0.060240963855421686
C04697830,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.5504,0.05747126436781609
C49183316,1,0,0,0,0,0,0,1,0,0,1,0.2727272727272727,0.7012,0.058823529411764705
C00037833,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6868,0.07317073170731707
C36165403,1,0,1,0,0,0,0,1,0,0,0,0.2727272727272727,0.6296,0.0625
C61886721,0,0,0,0,1,0,0,0,0,1,1,0.2727272727272727,0.6244,0.08433734939759036
C50291851,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.5441,0.02531645569620253
C20275410,0,0,0,1,1,0,0,0,0,0,1,0.2727272727272727,0.646,0.09411764705882353
C62135223,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5448,0.06172839506172839
C12516044,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.6977,0.0625
C49976258,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5826,0.05333333333333334
C37791680,0,0,1,0,0,0,0,1,0,0,0,0.18181818181818182,0.7033,0.07865168539325842
C66426239,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7578,0.05154639175257732
C40378368,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6373,0.09195402298850575
C00371919,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.4388,0.109375
C58054541,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.6481,0.09090909090909091
C49034528,0,0,0,0,1,0,0,0,0,1,0,0.18181818181818182,0.5827,0.04878048780487805
C62843415,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.5977,0.047058823529411764
C40776347,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.7325,0.06521739130434782
C42430351,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5879,0.05813953488372093
C36748868,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.5163,0.04
C63007430,0,1,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.665,0.05952380952380952
C61673076,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.5942,0.08333333333333333
C44785428,0,0,0,0,0,0,1,1,0,0,0,0.18181818181818182,0.6361,0.05952380952380952
C39470733,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5579,0.08333333333333333
C62543753,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6025,0.05
C19972640,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.7488,0.0898876404494382
C06759662,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5433,0.047619047619047616
C51089053,0,1,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6752,0.05747126436781609
C35476284,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.6965,0.09411764705882353
C04352779,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.4949,0.07142857142857142
C27549276,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6188,0.08860759493670886
C66185718,1,0,1,0,0,0,0,0,0,0,0,0.18181818181818182,0.6188,0.05555555555555555
C63213267,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.5751,0.05128205128205128
C39279700,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5528,0.08974358974358974
C48631820,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.531,0.06329113924050633
C37791378,0,0,0,1,0,0,0,1,0,0,0,0.18181818181818182,0.7114,0.0625
C36753780,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.6183,0.11392405063291139
C50244684,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6617,0.06818181818181818
C13879202,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6178,0.08433734939759036
C45472020,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6143,0.06172839506172839
C35611321,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5343,0.08860759493670886
C44928158,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.7089,0.07692307692307693
