Query name                     Template name                       Score
C27743554                      NOC_434_1LI4                       0.6410
C41158756                      NOC_434_1LI4                       0.7082
C62925080                      NOC_434_1LI4                       0.6324
C55187123                      NOC_434_1LI4                       0.5685
C50754212                      NOC_434_1LI4                       0.7168
C08472677                      NOC_434_1LI4                       0.6562
C49476457                      NOC_434_1LI4                       0.6420
C37550946                      NOC_434_1LI4                       0.6906
C00134676                      NOC_434_1LI4                       0.6321
C61073170                      NOC_434_1LI4                       0.7008
C42431202                      NOC_434_1LI4                       0.6327
C29050868                      NOC_434_1LI4                       0.6689
C58841069                      NOC_434_1LI4                       0.7098
C53548648                      NOC_434_1LI4                       0.7741
C20303006                      NOC_434_1LI4                       0.6792
C36853417                      NOC_434_1LI4                       0.6939
C37673512                      NOC_434_1LI4                       0.6804
C31806753                      NOC_434_1LI4                       0.6228
C65191409                      NOC_434_1LI4                       0.6813
C48836076                      NOC_434_1LI4                       0.6046
C37365885                      NOC_434_1LI4                       0.6621
C61830255                      NOC_434_1LI4                       0.7330
C57029823                      NOC_434_1LI4                       0.6115
C37023170                      NOC_434_1LI4                       0.6651
C63057960                      NOC_434_1LI4                       0.6554
C40304863                      NOC_434_1LI4                       0.6938
C37516671                      NOC_434_1LI4                       0.5718
C66360871                      NOC_434_1LI4                       0.6812
C50244438                      NOC_434_1LI4                       0.7089
C37835136                      NOC_434_1LI4                       0.5550
C62947063                      NOC_434_1LI4                       0.6634
C18089842                      NOC_434_1LI4                       0.7435
C40377008                      NOC_434_1LI4                       0.5837
C05547737                      NOC_434_1LI4                       0.5879
C42407411                      NOC_434_1LI4                       0.6933
C39465317                      NOC_434_1LI4                       0.5435
C67444031                      NOC_434_1LI4                       0.6750
C51088970                      NOC_434_1LI4                       0.6872
C12505667                      NOC_434_1LI4                       0.6588
C04666687                      NOC_434_1LI4                       0.6007
C64098512                      NOC_434_1LI4                       0.6296
C44877734                      NOC_434_1LI4                       0.6088
C22142577                      NOC_434_1LI4                       0.4901
C44883182                      NOC_434_1LI4                       0.7065
C40532935                      NOC_434_1LI4                       0.6940
C19971646                      NOC_434_1LI4                       0.6442
C14555946                      NOC_434_1LI4                       0.5614
C40580112                      NOC_434_1LI4                       0.5681
C36892170                      NOC_434_1LI4                       0.7072
C64428426                      NOC_434_1LI4                       0.7181
C48696534                      NOC_434_1LI4                       0.6738
C35452656                      NOC_434_1LI4                       0.7074
C48953017                      NOC_434_1LI4                       0.5855
C41035902                      NOC_434_1LI4                       0.6092
C34183622                      NOC_434_1LI4                       0.6600
C62811461                      NOC_434_1LI4                       0.5813
C41034112                      NOC_434_1LI4                       0.6528
C13682827                      NOC_434_1LI4                       0.5949
C66740716                      NOC_434_1LI4                       0.6648
C49075207                      NOC_434_1LI4                       0.6966
C36929849                      NOC_434_1LI4                       0.5427
C54216104                      NOC_434_1LI4                       0.7241
C43704690                      NOC_434_1LI4                       0.5937
C36746090                      NOC_434_1LI4                       0.5831
C63110946                      NOC_434_1LI4                       0.5481
C41036202                      NOC_434_1LI4                       0.6152
C40377140                      NOC_434_1LI4                       0.6302
C65370328                      NOC_434_1LI4                       0.7333
C49209234                      NOC_434_1LI4                       0.6465
C39090504                      NOC_434_1LI4                       0.5879
C62832468                      NOC_434_1LI4                       0.7326
C48843344                      NOC_434_1LI4                       0.6250
C37569957                      NOC_434_1LI4                       0.6453
C00481038                      NOC_434_1LI4                       0.5453
C44882284                      NOC_434_1LI4                       0.5804
C42430913                      NOC_434_1LI4                       0.6109
C20215433                      NOC_434_1LI4                       0.6659
C50604365                      NOC_434_1LI4                       0.6471
C40459616                      NOC_434_1LI4                       0.6289
C05251054                      NOC_434_1LI4                       0.6354
C20235554                      NOC_434_1LI4                       0.7092
C37768948                      NOC_434_1LI4                       0.6222
C25721116                      NOC_434_1LI4                       0.5633
C44975921                      NOC_434_1LI4                       0.6294
C43111021                      NOC_434_1LI4                       0.7171
C13528783                      NOC_434_1LI4                       0.5335
C51095565                      NOC_434_1LI4                       0.6627
C43467922                      NOC_434_1LI4                       0.5919
C26898583                      NOC_434_1LI4                       0.6242
C62923418                      NOC_434_1LI4                       0.6609
C40430847                      NOC_434_1LI4                       0.6028
C37252570                      NOC_434_1LI4                       0.5450
C49228062                      NOC_434_1LI4                       0.5938
C47576681                      NOC_434_1LI4                       0.6250
C37418936                      NOC_434_1LI4                       0.7160
C56376074                      NOC_434_1LI4                       0.6521
C45694149                      NOC_434_1LI4                       0.6002
C38101532                      NOC_434_1LI4                       0.6548
C61937129                      NOC_434_1LI4                       0.5678
C40481257                      NOC_434_1LI4                       0.5625
C01614028                      NOC_434_1LI4                       0.5793
C57354173                      NOC_434_1LI4                       0.6357
C40578407                      NOC_434_1LI4                       0.5735
C32103112                      NOC_434_1LI4                       0.6655
C53918934                      NOC_434_1LI4                       0.6584
C40479355                      NOC_434_1LI4                       0.6935
C11991354                      NOC_434_1LI4                       0.7150
C50649770                      NOC_434_1LI4                       0.4907
galux-align: processed 108 molecules in 9.311372529s.
Average (per molecule): 86.21641225ms.
