name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C44501940,0,1,1,1,0,0,0,0,0,2,0,0.4545454545454546,0.661,0.08139534883720931
C50908714,1,0,0,0,1,1,0,0,0,2,0,0.4545454545454546,0.6331,0.08860759493670886
C61639172,1,0,0,0,0,0,0,2,1,0,0,0.36363636363636365,0.6299,0.1125
C49069539,1,0,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.6122,0.09876543209876543
C50244620,0,1,1,1,0,0,0,1,0,0,0,0.36363636363636365,0.5769,0.06172839506172839
C54525757,0,1,1,0,0,0,0,1,1,0,0,0.36363636363636365,0.6412,0.06097560975609756
C44977398,0,0,0,0,0,0,0,2,1,0,1,0.36363636363636365,0.6365,0.06593406593406594
C44867043,1,0,0,1,0,0,0,0,0,2,0,0.36363636363636365,0.6172,0.04819277108433735
C66134300,1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.7079,0.06818181818181818
C19402238,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.6768,0.07407407407407407
C22701271,0,0,0,1,0,0,0,0,1,1,0,0.2727272727272727,0.6349,0.0759493670886076
C14612409,0,0,1,0,0,0,0,1,0,0,1,0.2727272727272727,0.6894,0.10588235294117647
C34938226,1,0,0,0,1,0,0,0,0,0,1,0.2727272727272727,0.6174,0.08536585365853659
C16954437,0,0,0,0,0,0,0,2,1,0,0,0.2727272727272727,0.5003,0.046875
C04006325,1,0,1,0,1,0,0,0,0,0,0,0.2727272727272727,0.571,0.0684931506849315
C43706890,0,0,0,0,0,0,0,2,0,1,0,0.2727272727272727,0.601,0.05813953488372093
C48668294,1,0,0,0,0,1,0,0,1,0,0,0.2727272727272727,0.6891,0.08695652173913043
C37115614,1,1,1,0,0,0,0,0,0,0,0,0.2727272727272727,0.6404,0.058823529411764705
C64403633,0,0,0,1,0,1,0,0,0,1,0,0.2727272727272727,0.6412,0.10344827586206896
C37408940,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.6258,0.0684931506849315
C51092264,0,0,0,1,0,0,0,1,0,1,0,0.2727272727272727,0.6583,0.05813953488372093
C60062213,0,0,0,1,0,0,0,0,0,1,1,0.2727272727272727,0.6986,0.07446808510638298
C35431161,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5511,0.06578947368421052
C40486880,0,0,1,0,0,0,0,0,1,0,0,0.18181818181818182,0.6022,0.07407407407407407
