Query name                     Template name                       Score
C20790783                      NOC_434_1LI4                       0.5154
C32598902                      NOC_434_1LI4                       0.5296
C59040373                      NOC_434_1LI4                       0.5483
C44784182                      NOC_434_1LI4                       0.6291
C19817158                      NOC_434_1LI4                       0.6229
C54265709                      NOC_434_1LI4                       0.6462
C49165488                      NOC_434_1LI4                       0.6858
C08704609                      NOC_434_1LI4                       0.6694
C53234472                      NOC_434_1LI4                       0.7179
C05547784                      NOC_434_1LI4                       0.5286
C36332267                      NOC_434_1LI4                       0.5554
C62632466                      NOC_434_1LI4                       0.7116
C48498707                      NOC_434_1LI4                       0.6364
C35383970                      NOC_434_1LI4                       0.5266
C51355395                      NOC_434_1LI4                       0.5141
C49476213                      NOC_434_1LI4                       0.6951
C18199486                      NOC_434_1LI4                       0.6654
C66740535                      NOC_434_1LI4                       0.6423
C35795015                      NOC_434_1LI4                       0.4468
C37257076                      NOC_434_1LI4                       0.5994
C64427799                      NOC_434_1LI4                       0.6626
C50244617                      NOC_434_1LI4                       0.5893
C37224910                      NOC_434_1LI4                       0.5428
C62811031                      NOC_434_1LI4                       0.6397
C50305524                      NOC_434_1LI4                       0.7247
C28527703                      NOC_434_1LI4                       0.6923
C67310790                      NOC_434_1LI4                       0.6870
C39084310                      NOC_434_1LI4                       0.4554
C37457169                      NOC_434_1LI4                       0.5994
C65921068                      NOC_434_1LI4                       0.6933
C00501804                      NOC_434_1LI4                       0.5229
C37836083                      NOC_434_1LI4                       0.6463
C04244899                      NOC_434_1LI4                       0.5538
C54421207                      NOC_434_1LI4                       0.6587
C04884397                      NOC_434_1LI4                       0.6549
C05724753                      NOC_434_1LI4                       0.6248
C40349959                      NOC_434_1LI4                       0.5642
C03084426                      NOC_434_1LI4                       0.6748
C04292833                      NOC_434_1LI4                       0.7265
C51996288                      NOC_434_1LI4                       0.6387
C40571355                      NOC_434_1LI4                       0.5677
C36203196                      NOC_434_1LI4                       0.6310
C35083805                      NOC_434_1LI4                       0.5644
C44453191                      NOC_434_1LI4                       0.6864
C04769440                      NOC_434_1LI4                       0.5074
C42796560                      NOC_434_1LI4                       0.4488
C40424041                      NOC_434_1LI4                       0.6977
C08744694                      NOC_434_1LI4                       0.7450
C53200960                      NOC_434_1LI4                       0.7502
C40595249                      NOC_434_1LI4                       0.6225
C37002055                      NOC_434_1LI4                       0.7263
C64422427                      NOC_434_1LI4                       0.6248
C46774064                      NOC_434_1LI4                       0.6235
C03093412                      NOC_434_1LI4                       0.5978
C49776841                      NOC_434_1LI4                       0.5336
C42144767                      NOC_434_1LI4                       0.6552
C19236560                      NOC_434_1LI4                       0.8020
C62102246                      NOC_434_1LI4                       0.6643
C41044827                      NOC_434_1LI4                       0.5144
C40377101                      NOC_434_1LI4                       0.4114
C66635187                      NOC_434_1LI4                       0.7255
C10513021                      NOC_434_1LI4                       0.7120
C19231354                      NOC_434_1LI4                       0.6127
C62238350                      NOC_434_1LI4                       0.5955
C43428670                      NOC_434_1LI4                       0.6343
C32841177                      NOC_434_1LI4                       0.6591
C63193276                      NOC_434_1LI4                       0.6343
C43437826                      NOC_434_1LI4                       0.6677
C42420469                      NOC_434_1LI4                       0.6003
C03505608                      NOC_434_1LI4                       0.7403
C49981273                      NOC_434_1LI4                       0.7171
C00080173                      NOC_434_1LI4                       0.6308
C01881841                      NOC_434_1LI4                       0.6113
C50292375                      NOC_434_1LI4                       0.5698
C39558835                      NOC_434_1LI4                       0.6721
C09915625                      NOC_434_1LI4                       0.5668
C44882259                      NOC_434_1LI4                       0.6313
C45922507                      NOC_434_1LI4                       0.5539
C31026472                      NOC_434_1LI4                       0.6137
C62221990                      NOC_434_1LI4                       0.7353
C06512757                      NOC_434_1LI4                       0.5918
C11569017                      NOC_434_1LI4                       0.6510
C54295437                      NOC_434_1LI4                       0.6243
C42043893                      NOC_434_1LI4                       0.7373
C31944273                      NOC_434_1LI4                       0.5891
C48844470                      NOC_434_1LI4                       0.7567
C49083904                      NOC_434_1LI4                       0.6848
C35516409                      NOC_434_1LI4                       0.6758
C63780714                      NOC_434_1LI4                       0.7101
C13113964                      NOC_434_1LI4                       0.5818
C19875064                      NOC_434_1LI4                       0.6730
C61937128                      NOC_434_1LI4                       0.5972
C47685125                      NOC_434_1LI4                       0.7395
C37933957                      NOC_434_1LI4                       0.7086
C50604024                      NOC_434_1LI4                       0.5759
C50305771                      NOC_434_1LI4                       0.6024
C44935838                      NOC_434_1LI4                       0.6678
C57292318                      NOC_434_1LI4                       0.6836
C45951777                      NOC_434_1LI4                       0.5059
C40166084                      NOC_434_1LI4                       0.5610
C62100930                      NOC_434_1LI4                       0.5882
C40481307                      NOC_434_1LI4                       0.5846
C19729487                      NOC_434_1LI4                       0.6031
C58082148                      NOC_434_1LI4                       0.6562
C40578408                      NOC_434_1LI4                       0.5718
C37791502                      NOC_434_1LI4                       0.6773
C55305528                      NOC_434_1LI4                       0.6814
C41369927                      NOC_434_1LI4                       0.6957
galux-align: processed 108 molecules in 10.105417297s.
Average (per molecule): 93.56867875ms.
