Query name                     Template name                       Score
C06680090                      NOC_434_1LI4                       0.5549
C52759420                      NOC_434_1LI4                       0.6019
C48950622                      NOC_434_1LI4                       0.6084
C05032250                      NOC_434_1LI4                       0.7125
C64098968                      NOC_434_1LI4                       0.7523
C26896467                      NOC_434_1LI4                       0.4976
C02570464                      NOC_434_1LI4                       0.6925
C60458912                      NOC_434_1LI4                       0.7579
C45953363                      NOC_434_1LI4                       0.7111
C35383604                      NOC_434_1LI4                       0.6109
C58849186                      NOC_434_1LI4                       0.6362
C49209189                      NOC_434_1LI4                       0.6360
C10128084                      NOC_434_1LI4                       0.6148
C66456998                      NOC_434_1LI4                       0.6403
C34972142                      NOC_434_1LI4                       0.5444
C36730106                      NOC_434_1LI4                       0.5910
C63721050                      NOC_434_1LI4                       0.7277
C49096502                      NOC_434_1LI4                       0.7091
C36981487                      NOC_434_1LI4                       0.6338
C61686056                      NOC_434_1LI4                       0.6413
C49519849                      NOC_434_1LI4                       0.6101
C04178389                      NOC_434_1LI4                       0.6258
C67066867                      NOC_434_1LI4                       0.5969
C37389363                      NOC_434_1LI4                       0.4944
C37433150                      NOC_434_1LI4                       0.5834
C64900757                      NOC_434_1LI4                       0.6960
C50251349                      NOC_434_1LI4                       0.5998
C37461500                      NOC_434_1LI4                       0.5472
C62832764                      NOC_434_1LI4                       0.7659
C51635743                      NOC_434_1LI4                       0.6946
C35489086                      NOC_434_1LI4                       0.7456
C05377818                      NOC_434_1LI4                       0.4960
C39119575                      NOC_434_1LI4                       0.4820
C37652846                      NOC_434_1LI4                       0.5926
C67483319                      NOC_434_1LI4                       0.6740
C51088968                      NOC_434_1LI4                       0.6839
C38000511                      NOC_434_1LI4                       0.5977
C35083833                      NOC_434_1LI4                       0.6063
C56377161                      NOC_434_1LI4                       0.5746
C40779138                      NOC_434_1LI4                       0.6766
C02172160                      NOC_434_1LI4                       0.6027
C42191859                      NOC_434_1LI4                       0.5703
C38100316                      NOC_434_1LI4                       0.6837
C01087962                      NOC_434_1LI4                       0.7983
C53006153                      NOC_434_1LI4                       0.7086
C40573947                      NOC_434_1LI4                       0.6117
C36793604                      NOC_434_1LI4                       0.5916
C63193370                      NOC_434_1LI4                       0.6293
C45679044                      NOC_434_1LI4                       0.5900
C01666671                      NOC_434_1LI4                       0.5613
C44778473                      NOC_434_1LI4                       0.5656
C40590966                      NOC_434_1LI4                       0.6506
C12494870                      NOC_434_1LI4                       0.6369
C51120882                      NOC_434_1LI4                       0.7012
C41037606                      NOC_434_1LI4                       0.6225
C39369374                      NOC_434_1LI4                       0.6478
C66134266                      NOC_434_1LI4                       0.6682
C47963335                      NOC_434_1LI4                       0.7296
C12289123                      NOC_434_1LI4                       0.6477
C05350859                      NOC_434_1LI4                       0.5017
C42439793                      NOC_434_1LI4                       0.5660
C28258303                      NOC_434_1LI4                       0.6820
C62832369                      NOC_434_1LI4                       0.7275
C42571104                      NOC_434_1LI4                       0.5000
C42397006                      NOC_434_1LI4                       0.6988
C01057667                      NOC_434_1LI4                       0.7281
C57740007                      NOC_434_1LI4                       0.7412
C19966490                      NOC_434_1LI4                       0.6376
C62608828                      NOC_434_1LI4                       0.6320
C48533092                      NOC_434_1LI4                       0.6991
C34783218                      NOC_434_1LI4                       0.6933
C05464362                      NOC_434_1LI4                       0.5515
C44728209                      NOC_434_1LI4                       0.5830
C44511420                      NOC_434_1LI4                       0.5466
C05452424                      NOC_434_1LI4                       0.7186
C15957477                      NOC_434_1LI4                       0.7760
C35237528                      NOC_434_1LI4                       0.5619
C09915627                      NOC_434_1LI4                       0.4969
C50398190                      NOC_434_1LI4                       0.6151
C41920577                      NOC_434_1LI4                       0.6323
C06863164                      NOC_434_1LI4                       0.6603
C45013884                      NOC_434_1LI4                       0.6338
C48630370                      NOC_434_1LI4                       0.5583
C37921402                      NOC_434_1LI4                       0.6304
C63432775                      NOC_434_1LI4                       0.6718
C36734159                      NOC_434_1LI4                       0.6232
C12505444                      NOC_434_1LI4                       0.5997
C49548183                      NOC_434_1LI4                       0.5476
C45843735                      NOC_434_1LI4                       0.6937
C37471508                      NOC_434_1LI4                       0.5927
C49502909                      NOC_434_1LI4                       0.6303
C50251150                      NOC_434_1LI4                       0.6157
C42742153                      NOC_434_1LI4                       0.7169
C65106185                      NOC_434_1LI4                       0.6712
C39576586                      NOC_434_1LI4                       0.5936
C20354485                      NOC_434_1LI4                       0.6586
C62136528                      NOC_434_1LI4                       0.5807
C40941992                      NOC_434_1LI4                       0.7076
C02712782                      NOC_434_1LI4                       0.5890
C57354172                      NOC_434_1LI4                       0.5233
C44317978                      NOC_434_1LI4                       0.5745
C24866260                      NOC_434_1LI4                       0.6108
C61686052                      NOC_434_1LI4                       0.6744
C15366041                      NOC_434_1LI4                       0.6965
C04286909                      NOC_434_1LI4                       0.6837
C14098034                      NOC_434_1LI4                       0.6997
C40481803                      NOC_434_1LI4                       0.5776
C15012698                      NOC_434_1LI4                       0.6611
galux-align: processed 108 molecules in 9.799788166s.
Average (per molecule): 90.73877925ms.
