Query name                     Template name                       Score
C56213942                      NOC_434_1LI4                       0.7241
C41632504                      NOC_434_1LI4                       0.6655
C25881195                      NOC_434_1LI4                       0.6518
C61712741                      NOC_434_1LI4                       0.6826
C40482876                      NOC_434_1LI4                       0.6090
C13151288                      NOC_434_1LI4                       0.5993
C58401497                      NOC_434_1LI4                       0.6311
C42426510                      NOC_434_1LI4                       0.4730
C20745538                      NOC_434_1LI4                       0.6680
C61639333                      NOC_434_1LI4                       0.6332
C48608144                      NOC_434_1LI4                       0.6567
C29158322                      NOC_434_1LI4                       0.7291
C62935334                      NOC_434_1LI4                       0.5636
C41036680                      NOC_434_1LI4                       0.6005
C25199747                      NOC_434_1LI4                       0.6861
C62100022                      NOC_434_1LI4                       0.6201
C44932674                      NOC_434_1LI4                       0.5150
C35186379                      NOC_434_1LI4                       0.6836
C65512366                      NOC_434_1LI4                       0.6107
C50197765                      NOC_434_1LI4                       0.7440
C32750317                      NOC_434_1LI4                       0.6581
C00203991                      NOC_434_1LI4                       0.5278
C42535164                      NOC_434_1LI4                       0.5139
C38008980                      NOC_434_1LI4                       0.6981
C66740753                      NOC_434_1LI4                       0.7374
C50753217                      NOC_434_1LI4                       0.6184
C37912347                      NOC_434_1LI4                       0.7109
C19488524                      NOC_434_1LI4                       0.6241
C50367314                      NOC_434_1LI4                       0.6566
C40378819                      NOC_434_1LI4                       0.6698
C25306481                      NOC_434_1LI4                       0.6489
C44838540                      NOC_434_1LI4                       0.5923
C42811525                      NOC_434_1LI4                       0.6102
C08972736                      NOC_434_1LI4                       0.6548
C52834185                      NOC_434_1LI4                       0.4823
C44934902                      NOC_434_1LI4                       0.6003
C16449328                      NOC_434_1LI4                       0.6854
C52880689                      NOC_434_1LI4                       0.6940
C45772182                      NOC_434_1LI4                       0.7111
C35796989                      NOC_434_1LI4                       0.5491
C49561742                      NOC_434_1LI4                       0.6318
C48798632                      NOC_434_1LI4                       0.6221
C29720050                      NOC_434_1LI4                       0.6956
C54417570                      NOC_434_1LI4                       0.5595
C48834729                      NOC_434_1LI4                       0.5910
C36895411                      NOC_434_1LI4                       0.6729
C62242987                      NOC_434_1LI4                       0.7285
C51712305                      NOC_434_1LI4                       0.6434
C39098285                      NOC_434_1LI4                       0.6349
C54523880                      NOC_434_1LI4                       0.6010
C48950679                      NOC_434_1LI4                       0.6109
C01075691                      NOC_434_1LI4                       0.6782
C59204704                      NOC_434_1LI4                       0.5304
C05164874                      NOC_434_1LI4                       0.7023
C37450409                      NOC_434_1LI4                       0.6509
C08733315                      NOC_434_1LI4                       0.7744
C58301223                      NOC_434_1LI4                       0.7278
C42430310                      NOC_434_1LI4                       0.6425
C62777651                      NOC_434_1LI4                       0.6135
C49211003                      NOC_434_1LI4                       0.5851
C44804411                      NOC_434_1LI4                       0.6943
C01532218                      NOC_434_1LI4                       0.5987
C54646279                      NOC_434_1LI4                       0.6621
C17005261                      NOC_434_1LI4                       0.6765
C30005752                      NOC_434_1LI4                       0.7169
C63861674                      NOC_434_1LI4                       0.6990
C44785837                      NOC_434_1LI4                       0.5852
C00875177                      NOC_434_1LI4                       0.5975
C51147791                      NOC_434_1LI4                       0.6659
C53507814                      NOC_434_1LI4                       0.6375
C05264138                      NOC_434_1LI4                       0.6255
C61462879                      NOC_434_1LI4                       0.6361
C39570647                      NOC_434_1LI4                       0.6913
C37906527                      NOC_434_1LI4                       0.6871
C65919188                      NOC_434_1LI4                       0.7235
C48949647                      NOC_434_1LI4                       0.7341
C11887529                      NOC_434_1LI4                       0.5437
C45956817                      NOC_434_1LI4                       0.6448
C55844813                      NOC_434_1LI4                       0.6819
C29018187                      NOC_434_1LI4                       0.5833
C15018519                      NOC_434_1LI4                       0.5904
C42397372                      NOC_434_1LI4                       0.6157
C42014732                      NOC_434_1LI4                       0.6607
C66734187                      NOC_434_1LI4                       0.6437
C50349717                      NOC_434_1LI4                       0.5855
C22222871                      NOC_434_1LI4                       0.6428
C62851119                      NOC_434_1LI4                       0.6367
C56133786                      NOC_434_1LI4                       0.7327
C37527470                      NOC_434_1LI4                       0.6325
C67082363                      NOC_434_1LI4                       0.6029
C44925553                      NOC_434_1LI4                       0.6327
C44784599                      NOC_434_1LI4                       0.6048
C67465312                      NOC_434_1LI4                       0.7202
C54132898                      NOC_434_1LI4                       0.6647
C40350099                      NOC_434_1LI4                       0.4673
C05957709                      NOC_434_1LI4                       0.6303
C48639358                      NOC_434_1LI4                       0.6408
C39279699                      NOC_434_1LI4                       0.5893
C51602398                      NOC_434_1LI4                       0.5726
C50753231                      NOC_434_1LI4                       0.6725
C48862268                      NOC_434_1LI4                       0.5998
C61684838                      NOC_434_1LI4                       0.6700
C48018512                      NOC_434_1LI4                       0.6089
C40325879                      NOC_434_1LI4                       0.5705
C62871607                      NOC_434_1LI4                       0.6405
C40481714                      NOC_434_1LI4                       0.5866
C35137284                      NOC_434_1LI4                       0.7042
galux-align: processed 107 molecules in 10.102267734s.
Average (per molecule): 94.41371725ms.
