name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C54421207,1,0,0,0,1,0,0,2,2,1,0,0.6363636363636365,0.6587,0.09090909090909091
C35083805,0,1,1,1,0,0,0,1,0,1,0,0.4545454545454546,0.5644,0.06493506493506493
C31944273,2,0,1,1,0,0,0,0,0,1,0,0.4545454545454546,0.5891,0.08139534883720931
C48498707,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.6364,0.05
C66740535,1,0,0,0,0,0,0,1,1,0,1,0.36363636363636365,0.6423,0.09302325581395349
C62102246,1,0,1,1,0,0,0,0,0,0,1,0.36363636363636365,0.6643,0.10465116279069768
C32841177,0,0,0,0,1,0,0,1,1,1,0,0.36363636363636365,0.6591,0.10416666666666667
C35516409,1,0,0,0,0,0,1,0,0,0,2,0.36363636363636365,0.6758,0.06741573033707865
C40166084,0,0,1,1,0,0,0,0,0,1,1,0.36363636363636365,0.561,0.1
C44784182,0,1,0,1,0,0,0,0,0,1,0,0.2727272727272727,0.6291,0.060240963855421686
C28527703,1,1,0,0,0,0,0,0,0,1,0,0.2727272727272727,0.6923,0.08045977011494253
C65921068,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6933,0.06666666666666667
C37836083,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.6463,0.0963855421686747
C04292833,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.7265,0.06930693069306931
C03093412,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.5978,0.05333333333333334
C63193276,1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.6343,0.07954545454545454
C43437826,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6677,0.03409090909090909
C03505608,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.7403,0.08045977011494253
C01881841,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6113,0.056338028169014086
C44882259,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6313,0.03409090909090909
C31026472,1,0,0,0,0,0,0,1,0,1,0,0.2727272727272727,0.6137,0.06666666666666667
C61937128,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5972,0.056818181818181816
C37933957,1,0,0,0,0,0,0,1,0,1,0,0.2727272727272727,0.7086,0.1038961038961039
C58082148,0,1,0,1,0,0,0,0,1,0,0,0.2727272727272727,0.6562,0.06493506493506493
C32598902,0,0,1,0,0,0,0,0,0,1,0,0.18181818181818182,0.5296,0.06578947368421052
C59040373,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5483,0.061855670103092786
C19817158,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6229,0.023255813953488372
C54265709,0,0,0,0,0,0,0,0,0,2,0,0.18181818181818182,0.6462,0.08536585365853659
C05547784,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5286,0.08
C62632466,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7116,0.06
C49476213,0,0,1,0,0,0,0,1,0,0,0,0.18181818181818182,0.6951,0.05952380952380952
C37224910,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.5428,0.02564102564102564
C62811031,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6397,0.08974358974358974
C67310790,0,1,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.687,0.07526881720430108
C37457169,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.5994,0.06097560975609756
C04884397,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.6549,0.05555555555555555
C40571355,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5677,0.025974025974025976
C36203196,0,0,0,0,1,1,0,0,0,0,0,0.18181818181818182,0.631,0.125
C42796560,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.4488,0.08860759493670886
C08744694,0,0,0,1,0,0,0,1,0,0,0,0.18181818181818182,0.745,0.08247422680412371
C42420469,0,1,1,0,0,0,0,0,0,0,0,0.18181818181818182,0.6003,0.0641025641025641
C09915625,0,0,0,0,0,0,1,0,1,0,0,0.18181818181818182,0.5668,0.039473684210526314
C06512757,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5918,0.07246376811594203
C54295437,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6243,0.07317073170731707
C42043893,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7373,0.08080808080808081
C48844470,0,0,0,0,1,0,0,0,1,0,0,0.18181818181818182,0.7567,0.07142857142857142
C13113964,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5818,0.0641025641025641
C19729487,1,0,0,0,0,0,1,0,0,0,0,0.18181818181818182,0.6031,0.06097560975609756
C40578408,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.5718,0.06097560975609756
C20790783,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.5154,0.07142857142857142
C49165488,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6858,0.06976744186046512
C08704609,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6694,0.056179775280898875
C35383970,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.5266,0.02564102564102564
C18199486,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6654,0.08045977011494253
C50244617,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5893,0.04878048780487805
C50305524,0,0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.7247,0.11904761904761904
C00501804,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.5229,0.08
C04244899,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.5538,0.05555555555555555
C05724753,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6248,0.06944444444444445
C40349959,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,0.5642,0.05063291139240506
C44453191,0,0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.6864,0.03529411764705882
C40424041,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6977,0.08641975308641975
C40595249,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6225,0.024096385542168676
C64422427,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.6248,0.06976744186046512
C42144767,0,0,0,0,0,1,0,0,0,0,0,0.09090909090909091,0.6552,0.07228915662650602
C19236560,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.802,0.07920792079207921
C40377101,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.4114,0.0547945205479452
C10513021,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.712,0.046511627906976744
C19231354,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6127,0.0821917808219178
C62238350,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.5955,0.07894736842105263
C43428670,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.6343,0.06818181818181818
C49981273,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.7171,0.06315789473684211
C50292375,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.5698,0.06329113924050633
C62221990,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.7353,0.06382978723404255
C11569017,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.651,0.1111111111111111
C49083904,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6848,0.07317073170731707
C63780714,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.7101,0.08333333333333333
C19875064,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.673,0.10126582278481013
C50604024,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5759,0.060240963855421686
C45951777,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.5059,0.11428571428571428
C62100930,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5882,0.07228915662650602
C40481307,0,0,0,0,0,1,0,0,0,0,0,0.09090909090909091,0.5846,0.0759493670886076
C37791502,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6773,0.08235294117647059
C55305528,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.6814,0.06818181818181818
C53234472,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7179,0.09411764705882353
C36332267,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5554,0.05
C51355395,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5141,0.025
C35795015,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4468,0.04225352112676056
C37257076,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5994,0.06097560975609756
C64427799,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6626,0.07608695652173914
C39084310,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4554,0.09210526315789473
C03084426,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6748,0.05128205128205128
C51996288,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6387,0.0875
C04769440,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5074,0.06666666666666667
C53200960,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7502,0.08139534883720931
C37002055,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7263,0.09302325581395349
C46774064,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6235,0.06097560975609756
C49776841,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5336,0.07894736842105263
C41044827,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5144,0.02564102564102564
C66635187,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7255,0.10843373493975904
