Query name                     Template name                       Score
C63269138                      NOC_434_1LI4                       0.6822
C59500617                      NOC_434_1LI4                       0.7114
C31659374                      NOC_434_1LI4                       0.5330
C62913449                      NOC_434_1LI4                       0.5846
C41036632                      NOC_434_1LI4                       0.5468
C36335747                      NOC_434_1LI4                       0.6120
C59883683                      NOC_434_1LI4                       0.6335
C49814863                      NOC_434_1LI4                       0.6297
C41036668                      NOC_434_1LI4                       0.6014
C66134263                      NOC_434_1LI4                       0.7071
C63270460                      NOC_434_1LI4                       0.6519
C36948079                      NOC_434_1LI4                       0.5480
C06493847                      NOC_434_1LI4                       0.4804
C41805054                      NOC_434_1LI4                       0.6091
C38523994                      NOC_434_1LI4                       0.5110
C63337620                      NOC_434_1LI4                       0.6553
C51859336                      NOC_434_1LI4                       0.5367
C42806435                      NOC_434_1LI4                       0.6986
C03356440                      NOC_434_1LI4                       0.7122
C65133451                      NOC_434_1LI4                       0.7204
C37933987                      NOC_434_1LI4                       0.7104
C22454379                      NOC_434_1LI4                       0.6669
C44390587                      NOC_434_1LI4                       0.6796
C42267276                      NOC_434_1LI4                       0.4786
C05798719                      NOC_434_1LI4                       0.7675
C61918903                      NOC_434_1LI4                       0.4939
C48346477                      NOC_434_1LI4                       0.7121
C19293101                      NOC_434_1LI4                       0.7143
C65193396                      NOC_434_1LI4                       0.7162
C40293058                      NOC_434_1LI4                       0.6718
C37791600                      NOC_434_1LI4                       0.6420
C49513870                      NOC_434_1LI4                       0.6150
C39096123                      NOC_434_1LI4                       0.5564
C19259059                      NOC_434_1LI4                       0.6895
C62870418                      NOC_434_1LI4                       0.5761
C49176116                      NOC_434_1LI4                       0.6839
C46525089                      NOC_434_1LI4                       0.6934
C66700023                      NOC_434_1LI4                       0.6922
C44412596                      NOC_434_1LI4                       0.5486
C40378273                      NOC_434_1LI4                       0.5715
C54343002                      NOC_434_1LI4                       0.5858
C50349620                      NOC_434_1LI4                       0.4543
C32598041                      NOC_434_1LI4                       0.7597
C12428936                      NOC_434_1LI4                       0.5811
C49413699                      NOC_434_1LI4                       0.7423
C50703153                      NOC_434_1LI4                       0.6926
C03639077                      NOC_434_1LI4                       0.6463
C48844201                      NOC_434_1LI4                       0.6352
C40397380                      NOC_434_1LI4                       0.6526
C64874555                      NOC_434_1LI4                       0.6289
C52834467                      NOC_434_1LI4                       0.4827
C08665105                      NOC_434_1LI4                       0.6162
C12896210                      NOC_434_1LI4                       0.6141
C50251469                      NOC_434_1LI4                       0.6185
C55875640                      NOC_434_1LI4                       0.6839
C03885820                      NOC_434_1LI4                       0.6674
C50397301                      NOC_434_1LI4                       0.6094
C44586722                      NOC_434_1LI4                       0.6315
C22175271                      NOC_434_1LI4                       0.6652
C48866017                      NOC_434_1LI4                       0.5206
C44785426                      NOC_434_1LI4                       0.6144
C35409535                      NOC_434_1LI4                       0.6288
C54525756                      NOC_434_1LI4                       0.5971
C57029426                      NOC_434_1LI4                       0.6147
C09316888                      NOC_434_1LI4                       0.7207
C51128524                      NOC_434_1LI4                       0.6349
C48645022                      NOC_434_1LI4                       0.5740
C36948238                      NOC_434_1LI4                       0.6032
C61712746                      NOC_434_1LI4                       0.6308
C48512918                      NOC_434_1LI4                       0.7014
C37433643                      NOC_434_1LI4                       0.5813
C59972075                      NOC_434_1LI4                       0.7063
C59879046                      NOC_434_1LI4                       0.6906
C30450497                      NOC_434_1LI4                       0.7004
C62100412                      NOC_434_1LI4                       0.6435
C48952831                      NOC_434_1LI4                       0.5817
C37660561                      NOC_434_1LI4                       0.6867
C62243080                      NOC_434_1LI4                       0.5599
C49155327                      NOC_434_1LI4                       0.6646
C37457015                      NOC_434_1LI4                       0.5976
C67559217                      NOC_434_1LI4                       0.6552
C62630323                      NOC_434_1LI4                       0.6709
C44220752                      NOC_434_1LI4                       0.7214
C63210019                      NOC_434_1LI4                       0.6784
C50790437                      NOC_434_1LI4                       0.6735
C39094168                      NOC_434_1LI4                       0.5299
C01569754                      NOC_434_1LI4                       0.5706
C51096350                      NOC_434_1LI4                       0.6100
C39097972                      NOC_434_1LI4                       0.5251
C09338453                      NOC_434_1LI4                       0.7154
C39355737                      NOC_434_1LI4                       0.7375
C47298979                      NOC_434_1LI4                       0.6936
C05091478                      NOC_434_1LI4                       0.7192
C55266308                      NOC_434_1LI4                       0.5927
C40481875                      NOC_434_1LI4                       0.5652
C22159304                      NOC_434_1LI4                       0.5494
C48950035                      NOC_434_1LI4                       0.6660
C39091149                      NOC_434_1LI4                       0.4800
C03885812                      NOC_434_1LI4                       0.6834
C49152474                      NOC_434_1LI4                       0.6320
C48949450                      NOC_434_1LI4                       0.6693
C67309851                      NOC_434_1LI4                       0.6890
C60417506                      NOC_434_1LI4                       0.6853
C36742899                      NOC_434_1LI4                       0.6128
C03897747                      NOC_434_1LI4                       0.6648
C49105887                      NOC_434_1LI4                       0.7151
C40332640                      NOC_434_1LI4                       0.6969
galux-align: processed 107 molecules in 9.699939236s.
Average (per molecule): 90.65363775ms.
