Query name                     Template name                       Score
C17148469                      NOC_434_1LI4                       0.5697
C62875456                      NOC_434_1LI4                       0.6476
C40483321                      NOC_434_1LI4                       0.5843
C36234883                      NOC_434_1LI4                       0.5807
C45956810                      NOC_434_1LI4                       0.6170
C49474069                      NOC_434_1LI4                       0.4909
C40382145                      NOC_434_1LI4                       0.6765
C65995195                      NOC_434_1LI4                       0.6655
C41213376                      NOC_434_1LI4                       0.6830
C36733796                      NOC_434_1LI4                       0.5715
C00224228                      NOC_434_1LI4                       0.6427
C41804906                      NOC_434_1LI4                       0.5330
C00153719                      NOC_434_1LI4                       0.6284
C63229041                      NOC_434_1LI4                       0.7074
C51147766                      NOC_434_1LI4                       0.6488
C42430318                      NOC_434_1LI4                       0.5763
C01781710                      NOC_434_1LI4                       0.7114
C64939559                      NOC_434_1LI4                       0.6716
C37933971                      NOC_434_1LI4                       0.7201
C21796378                      NOC_434_1LI4                       0.6488
C41834321                      NOC_434_1LI4                       0.6453
C40681084                      NOC_434_1LI4                       0.5734
C01593419                      NOC_434_1LI4                       0.5934
C41908086                      NOC_434_1LI4                       0.5706
C47962876                      NOC_434_1LI4                       0.6157
C15931638                      NOC_434_1LI4                       0.7099
C65192099                      NOC_434_1LI4                       0.6175
C39978010                      NOC_434_1LI4                       0.4991
C31024582                      NOC_434_1LI4                       0.6449
C45268996                      NOC_434_1LI4                       0.5658
C44169083                      NOC_434_1LI4                       0.4305
C13603354                      NOC_434_1LI4                       0.7584
C62846281                      NOC_434_1LI4                       0.5650
C49128667                      NOC_434_1LI4                       0.6963
C45841524                      NOC_434_1LI4                       0.6084
C65623663                      NOC_434_1LI4                       0.6550
C43509354                      NOC_434_1LI4                       0.4785
C40214758                      NOC_434_1LI4                       0.6532
C49561735                      NOC_434_1LI4                       0.5759
C50244628                      NOC_434_1LI4                       0.5421
C20000407                      NOC_434_1LI4                       0.5933
C63063495                      NOC_434_1LI4                       0.6582
C49378560                      NOC_434_1LI4                       0.6569
C50674154                      NOC_434_1LI4                       0.6814
C67478557                      NOC_434_1LI4                       0.7131
C48844195                      NOC_434_1LI4                       0.6042
C40397247                      NOC_434_1LI4                       0.6174
C63063497                      NOC_434_1LI4                       0.6741
C52833880                      NOC_434_1LI4                       0.5277
C00110497                      NOC_434_1LI4                       0.5757
C03776573                      NOC_434_1LI4                       0.6012
C50251347                      NOC_434_1LI4                       0.6060
C55857875                      NOC_434_1LI4                       0.7203
C01738316                      NOC_434_1LI4                       0.6588
C50397133                      NOC_434_1LI4                       0.7164
C43407462                      NOC_434_1LI4                       0.5603
C20423274                      NOC_434_1LI4                       0.7185
C55188008                      NOC_434_1LI4                       0.5726
C44593426                      NOC_434_1LI4                       0.7342
C31350028                      NOC_434_1LI4                       0.4807
C54493340                      NOC_434_1LI4                       0.5875
C56850337                      NOC_434_1LI4                       0.6872
C02279473                      NOC_434_1LI4                       0.6737
C51093977                      NOC_434_1LI4                       0.6830
C48644340                      NOC_434_1LI4                       0.5897
C05889866                      NOC_434_1LI4                       0.6302
C61670179                      NOC_434_1LI4                       0.6626
C45953611                      NOC_434_1LI4                       0.6971
C36974167                      NOC_434_1LI4                       0.6508
C57628827                      NOC_434_1LI4                       0.6487
C20555614                      NOC_434_1LI4                       0.7624
C15626596                      NOC_434_1LI4                       0.7136
C61592824                      NOC_434_1LI4                       0.6634
C48950853                      NOC_434_1LI4                       0.5982
C37389249                      NOC_434_1LI4                       0.5551
C62242936                      NOC_434_1LI4                       0.6985
C48950632                      NOC_434_1LI4                       0.6563
C37456274                      NOC_434_1LI4                       0.5695
C63007554                      NOC_434_1LI4                       0.7285
C61720490                      NOC_434_1LI4                       0.6924
C30026646                      NOC_434_1LI4                       0.6874
C63202291                      NOC_434_1LI4                       0.6830
C50374740                      NOC_434_1LI4                       0.6463
C39093310                      NOC_434_1LI4                       0.5138
C05731252                      NOC_434_1LI4                       0.5901
C50306118                      NOC_434_1LI4                       0.5989
C37586580                      NOC_434_1LI4                       0.6034
C09074729                      NOC_434_1LI4                       0.7099
C63533236                      NOC_434_1LI4                       0.7033
C46977294                      NOC_434_1LI4                       0.7161
C04308818                      NOC_434_1LI4                       0.6190
C10828333                      NOC_434_1LI4                       0.5902
C40481696                      NOC_434_1LI4                       0.5434
C16844597                      NOC_434_1LI4                       0.6146
C53074539                      NOC_434_1LI4                       0.6418
C40547651                      NOC_434_1LI4                       0.6413
C08768838                      NOC_434_1LI4                       0.6378
C50158286                      NOC_434_1LI4                       0.6394
C40376445                      NOC_434_1LI4                       0.6143
C00182024                      NOC_434_1LI4                       0.6953
C40685698                      NOC_434_1LI4                       0.6458
C20157479                      NOC_434_1LI4                       0.5234
C02040482                      NOC_434_1LI4                       0.6860
C05584129                      NOC_434_1LI4                       0.7282
C40214900                      NOC_434_1LI4                       0.6854
C53041336                      NOC_434_1LI4                       0.6289
C50703174                      NOC_434_1LI4                       0.6598
C40530181                      NOC_434_1LI4                       0.6184
galux-align: processed 108 molecules in 9.152388802s.
Average (per molecule): 84.74434075ms.
