name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C63173563,0,1,1,1,1,0,0,0,0,2,0,0.5454545454545455,0.6391,0.07228915662650602
C37338243,0,2,1,2,0,0,0,0,0,0,0,0.4545454545454546,0.6507,0.0975609756097561
C58429561,1,1,1,1,0,0,0,0,0,1,0,0.4545454545454546,0.6233,0.09090909090909091
C06786791,1,0,0,0,1,0,0,1,1,0,1,0.4545454545454546,0.6834,0.07954545454545454
C44867100,0,1,1,2,0,0,0,0,0,1,0,0.4545454545454546,0.6013,0.060240963855421686
C66098639,0,1,1,0,1,0,0,0,1,0,0,0.36363636363636365,0.7209,0.09090909090909091
C38008953,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.6813,0.07407407407407407
C03881121,1,0,0,0,0,0,1,1,0,1,0,0.36363636363636365,0.652,0.08974358974358974
C30010065,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.7619,0.06896551724137931
C01055318,1,0,0,0,0,0,0,2,1,0,0,0.36363636363636365,0.4233,0.05084745762711865
C42429299,1,0,0,0,1,1,0,0,0,1,0,0.36363636363636365,0.7319,0.10465116279069768
C37243876,0,0,0,0,2,1,0,0,0,0,1,0.36363636363636365,0.69,0.0963855421686747
C42500557,1,0,0,0,1,1,0,0,0,1,0,0.36363636363636365,0.72,0.10588235294117647
C22633993,0,0,1,0,0,0,0,0,1,1,0,0.2727272727272727,0.6822,0.07608695652173914
C42393382,1,0,0,0,0,0,0,0,0,2,0,0.2727272727272727,0.7156,0.10344827586206896
C36978725,0,0,0,0,0,0,0,1,2,0,0,0.2727272727272727,0.6221,0.058823529411764705
C40383669,1,1,1,0,0,0,0,0,0,0,0,0.2727272727272727,0.5252,0.05128205128205128
C39162246,0,0,0,1,0,0,0,0,0,1,1,0.2727272727272727,0.631,0.056179775280898875
C50397272,0,1,1,0,0,0,0,0,0,0,1,0.2727272727272727,0.6898,0.09523809523809523
C40214750,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6926,0.07865168539325842
C35324465,1,0,0,0,1,0,0,0,0,1,0,0.2727272727272727,0.7248,0.056818181818181816
C40558442,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6192,0.06097560975609756
C40910094,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.7094,0.047058823529411764
C48847517,0,0,0,1,0,0,0,0,0,1,1,0.2727272727272727,0.6987,0.06976744186046512
C62832567,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.7574,0.056818181818181816
C41034799,0,0,1,0,0,0,0,0,0,1,1,0.2727272727272727,0.6186,0.06666666666666667
C45166732,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.734,0.09090909090909091
C42430654,0,0,0,0,1,0,0,0,0,1,1,0.2727272727272727,0.5675,0.05063291139240506
C62843866,0,0,0,0,0,0,0,1,0,1,1,0.2727272727272727,0.5989,0.04819277108433735
C38042637,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6171,0.058823529411764705
C05242905,0,0,0,0,1,1,0,0,1,0,0,0.2727272727272727,0.6473,0.06493506493506493
C61594097,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6663,0.09195402298850575
C45806251,2,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.5981,0.08974358974358974
C06184832,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5505,0.075
C36946913,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.5684,0.0625
C62811852,0,0,0,1,0,0,0,0,0,0,1,0.18181818181818182,0.6178,0.10975609756097561
C50754180,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7202,0.056179775280898875
C03108112,1,1,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.594,0.05333333333333334
C66056652,0,1,1,0,0,0,0,0,0,0,0,0.18181818181818182,0.6801,0.05952380952380952
C05829910,1,0,0,0,0,1,0,0,0,0,0,0.18181818181818182,0.6353,0.07058823529411765
C05943845,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6328,0.0641025641025641
C04205503,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.6324,0.07692307692307693
C48844198,0,1,0,0,0,0,1,0,0,0,0,0.18181818181818182,0.6336,0.08433734939759036
C20413390,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.4796,0.06944444444444445
C67535558,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.7763,0.05102040816326531
C36677855,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.5755,0.075
C18268287,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.6916,0.07142857142857142
C21519709,0,1,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6774,0.075
C36973269,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.5765,0.056818181818181816
C43537771,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6094,0.08
C20422448,0,0,0,0,0,0,0,2,0,0,0,0.18181818181818182,0.5768,0.058823529411764705
C56075294,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6979,0.05319148936170213
C59883985,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6473,0.08536585365853659
C12672590,0,1,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.7044,0.07954545454545454
C05829170,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.7184,0.09333333333333334
C20294149,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.4897,0.07792207792207792
C41029306,0,0,0,0,1,0,0,0,0,0,0,0.09090909090909091,0.6028,0.047619047619047616
C52096735,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.6738,0.06976744186046512
C37671040,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,0.6642,0.10666666666666667
C12651673,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.61,0.06329113924050633
C64475380,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.683,0.04819277108433735
C20254686,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.6505,0.06896551724137931
C62208493,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.514,0.06493506493506493
C37456646,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.691,0.06818181818181818
C63767587,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.4812,0.07246376811594203
C67300790,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.7611,0.1134020618556701
C58244381,0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.7275,0.06818181818181818
C43047917,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6318,0.038461538461538464
C42476573,0,0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.5906,0.05
C40578248,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6193,0.05952380952380952
C20260423,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.717,0.06097560975609756
C61714067,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6472,0.10714285714285714
C37486425,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.5614,0.09210526315789473
C36265879,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.6062,0.08333333333333333
C49164649,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6967,0.046511627906976744
C13033427,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6726,0.047058823529411764
C40382174,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5855,0.06172839506172839
C02046904,0,0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.6017,0.08333333333333333
C20423555,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.7268,0.046511627906976744
C51089029,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6827,0.06818181818181818
C42590429,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.5967,0.10666666666666667
C30946854,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6704,0.04819277108433735
C45953177,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.6963,0.0975609756097561
C40806894,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6434,0.05813953488372093
C54432847,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.7413,0.08235294117647059
C15593545,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7257,0.046511627906976744
C57330696,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6727,0.0625
C42431266,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6304,0.04938271604938271
C52791747,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7269,0.044444444444444446
C56360026,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7443,0.061224489795918366
C06057546,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6634,0.024096385542168676
C48844515,0,0,0,0,0,0,0,0,0,0,0,0.0,0.723,0.06976744186046512
C58293180,0,0,0,0,0,0,0,0,0,0,0,0.0,0.584,0.06382978723404255
C48395833,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6285,0.0641025641025641
C42414839,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5575,0.08
C39963157,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6775,0.07317073170731707
C43428507,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6123,0.07142857142857142
C49468825,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6345,0.023255813953488372
C37572181,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6357,0.09523809523809523
C44927319,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5578,0.05747126436781609
C45139293,0,0,0,0,0,0,0,0,0,0,0,0.0,0.575,0.08641975308641975
C62935146,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6368,0.07692307692307693
C37692854,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5544,0.0945945945945946
C08275469,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6294,0.05063291139240506
C40473770,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6512,0.04819277108433735
C60770328,0,0,0,0,0,0,0,0,0,0,0,0.0,0.642,0.056818181818181816
C40768945,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5486,0.07407407407407407
C35680590,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5844,0.03488372093023256
