Query name                     Template name                       Score
C05897387                      NOC_434_1LI4                       0.7499
C63373277                      NOC_434_1LI4                       0.7287
C26478974                      NOC_434_1LI4                       0.5256
C32604000                      NOC_434_1LI4                       0.6741
C59879110                      NOC_434_1LI4                       0.6879
C45922564                      NOC_434_1LI4                       0.6325
C20358196                      NOC_434_1LI4                       0.6172
C58839015                      NOC_434_1LI4                       0.6295
C49165613                      NOC_434_1LI4                       0.6514
C09083047                      NOC_434_1LI4                       0.7024
C65180333                      NOC_434_1LI4                       0.6129
C34797488                      NOC_434_1LI4                       0.5590
C36721964                      NOC_434_1LI4                       0.5521
C63270795                      NOC_434_1LI4                       0.6636
C48843586                      NOC_434_1LI4                       0.6546
C36133274                      NOC_434_1LI4                       0.5394
C61364403                      NOC_434_1LI4                       0.6501
C49476526                      NOC_434_1LI4                       0.6895
C02770722                      NOC_434_1LI4                       0.6226
C67035345                      NOC_434_1LI4                       0.6853
C37389023                      NOC_434_1LI4                       0.5576
C37366981                      NOC_434_1LI4                       0.5779
C64734524                      NOC_434_1LI4                       0.7028
C50251080                      NOC_434_1LI4                       0.6084
C37431841                      NOC_434_1LI4                       0.5856
C62812088                      NOC_434_1LI4                       0.5729
C51147724                      NOC_434_1LI4                       0.6588
C34812081                      NOC_434_1LI4                       0.7226
C01674972                      NOC_434_1LI4                       0.5788
C39119568                      NOC_434_1LI4                       0.5844
C37587578                      NOC_434_1LI4                       0.6942
C67102155                      NOC_434_1LI4                       0.6104
C50397201                      NOC_434_1LI4                       0.6808
C37931977                      NOC_434_1LI4                       0.6172
C23082426                      NOC_434_1LI4                       0.7130
C05532312                      NOC_434_1LI4                       0.7006
C38104393                      NOC_434_1LI4                       0.6647
C02170935                      NOC_434_1LI4                       0.5982
C40546210                      NOC_434_1LI4                       0.4908
C37928322                      NOC_434_1LI4                       0.6819
C02240543                      NOC_434_1LI4                       0.6677
C52298092                      NOC_434_1LI4                       0.5571
C40571666                      NOC_434_1LI4                       0.6714
C36747614                      NOC_434_1LI4                       0.6596
C62811395                      NOC_434_1LI4                       0.5965
C45440041                      NOC_434_1LI4                       0.5975
C01276667                      NOC_434_1LI4                       0.5079
C43428928                      NOC_434_1LI4                       0.4121
C40571801                      NOC_434_1LI4                       0.6544
C11039066                      NOC_434_1LI4                       0.6720
C37933956                      NOC_434_1LI4                       0.7079
C40604935                      NOC_434_1LI4                       0.6327
C37044788                      NOC_434_1LI4                       0.6165
C50633679                      NOC_434_1LI4                       0.5994
C46811284                      NOC_434_1LI4                       0.6321
C09954681                      NOC_434_1LI4                       0.6759
C12803997                      NOC_434_1LI4                       0.4214
C42397415                      NOC_434_1LI4                       0.6177
C20504965                      NOC_434_1LI4                       0.6824
C62243267                      NOC_434_1LI4                       0.7096
C41064629                      NOC_434_1LI4                       0.6762
C40715551                      NOC_434_1LI4                       0.6447
C67541075                      NOC_434_1LI4                       0.6567
C56286166                      NOC_434_1LI4                       0.7285
C19760425                      NOC_434_1LI4                       0.6011
C32150970                      NOC_434_1LI4                       0.4647
C44934079                      NOC_434_1LI4                       0.5473
C04524942                      NOC_434_1LI4                       0.6788
C00125901                      NOC_434_1LI4                       0.6183
C44594669                      NOC_434_1LI4                       0.5932
C42429699                      NOC_434_1LI4                       0.6045
C03594600                      NOC_434_1LI4                       0.7058
C60740128                      NOC_434_1LI4                       0.7443
C34623412                      NOC_434_1LI4                       0.6460
C01580104                      NOC_434_1LI4                       0.6259
C50396531                      NOC_434_1LI4                       0.7520
C39856250                      NOC_434_1LI4                       0.7093
C04904640                      NOC_434_1LI4                       0.6415
C45013000                      NOC_434_1LI4                       0.6184
C48490967                      NOC_434_1LI4                       0.6509
C36895484                      NOC_434_1LI4                       0.7095
C63432774                      NOC_434_1LI4                       0.6687
C36165607                      NOC_434_1LI4                       0.6854
C15156331                      NOC_434_1LI4                       0.5186
C54303612                      NOC_434_1LI4                       0.6382
C44944046                      NOC_434_1LI4                       0.7129
C33028050                      NOC_434_1LI4                       0.7043
C49364776                      NOC_434_1LI4                       0.6405
C49432239                      NOC_434_1LI4                       0.6407
C42175606                      NOC_434_1LI4                       0.7281
C65066892                      NOC_434_1LI4                       0.7564
C39294313                      NOC_434_1LI4                       0.4191
C20354472                      NOC_434_1LI4                       0.6801
C62135224                      NOC_434_1LI4                       0.5669
C16021985                      NOC_434_1LI4                       0.8202
C37934334                      NOC_434_1LI4                       0.6331
C50222461                      NOC_434_1LI4                       0.6472
C47962747                      NOC_434_1LI4                       0.5925
C37744802                      NOC_434_1LI4                       0.5559
C55186486                      NOC_434_1LI4                       0.6599
C45694140                      NOC_434_1LI4                       0.5956
C13581968                      NOC_434_1LI4                       0.4232
C47403257                      NOC_434_1LI4                       0.7041
C40486334                      NOC_434_1LI4                       0.6668
C36746103                      NOC_434_1LI4                       0.5584
C49499662                      NOC_434_1LI4                       0.6357
C41042124                      NOC_434_1LI4                       0.4836
C10152871                      NOC_434_1LI4                       0.6950
galux-align: processed 108 molecules in 9.560289659s.
Average (per molecule): 88.5212005ms.
