Query name                     Template name                       Score
C40924737                      NOC_434_1LI4                       0.5457
C38006890                      NOC_434_1LI4                       0.5600
C61671031                      NOC_434_1LI4                       0.7201
C40578812                      NOC_434_1LI4                       0.6280
C41558266                      NOC_434_1LI4                       0.6870
C66637120                      NOC_434_1LI4                       0.7479
C57840473                      NOC_434_1LI4                       0.7410
C33330762                      NOC_434_1LI4                       0.6748
C62220458                      NOC_434_1LI4                       0.6650
C42430953                      NOC_434_1LI4                       0.6077
C40524782                      NOC_434_1LI4                       0.5839
C62779784                      NOC_434_1LI4                       0.6387
C40598254                      NOC_434_1LI4                       0.6124
C43706748                      NOC_434_1LI4                       0.6440
C18655377                      NOC_434_1LI4                       0.6655
C63505017                      NOC_434_1LI4                       0.7443
C40218730                      NOC_434_1LI4                       0.7001
C01618526                      NOC_434_1LI4                       0.6659
C44776523                      NOC_434_1LI4                       0.5790
C44216186                      NOC_434_1LI4                       0.7330
C64403618                      NOC_434_1LI4                       0.6028
C42575505                      NOC_434_1LI4                       0.5251
C49150727                      NOC_434_1LI4                       0.5861
C16696113                      NOC_434_1LI4                       0.6211
C64899263                      NOC_434_1LI4                       0.5983
C45357387                      NOC_434_1LI4                       0.5408
C31919309                      NOC_434_1LI4                       0.6502
C45009643                      NOC_434_1LI4                       0.5580
C48721669                      NOC_434_1LI4                       0.6428
C04946626                      NOC_434_1LI4                       0.5597
C49228484                      NOC_434_1LI4                       0.6098
C53833303                      NOC_434_1LI4                       0.6142
C35326086                      NOC_434_1LI4                       0.6147
C65799757                      NOC_434_1LI4                       0.6877
C49099539                      NOC_434_1LI4                       0.6477
C37630185                      NOC_434_1LI4                       0.5135
C49840680                      NOC_434_1LI4                       0.5213
C49356457                      NOC_434_1LI4                       0.6211
C12970904                      NOC_434_1LI4                       0.5685
C50398248                      NOC_434_1LI4                       0.6458
C57124891                      NOC_434_1LI4                       0.6597
C40381413                      NOC_434_1LI4                       0.6778
C67145136                      NOC_434_1LI4                       0.7129
C50677510                      NOC_434_1LI4                       0.6789
C38091625                      NOC_434_1LI4                       0.5539
C54339762                      NOC_434_1LI4                       0.6053
C50467413                      NOC_434_1LI4                       0.6103
C19442288                      NOC_434_1LI4                       0.7224
C54524760                      NOC_434_1LI4                       0.6267
C09420430                      NOC_434_1LI4                       0.7533
C41620016                      NOC_434_1LI4                       0.6551
C01646779                      NOC_434_1LI4                       0.6964
C55891016                      NOC_434_1LI4                       0.6994
C41665886                      NOC_434_1LI4                       0.7081
C43512601                      NOC_434_1LI4                       0.7205
C51661438                      NOC_434_1LI4                       0.5769
C35431171                      NOC_434_1LI4                       0.5695
C01613117                      NOC_434_1LI4                       0.4827
C60429582                      NOC_434_1LI4                       0.6172
C44362468                      NOC_434_1LI4                       0.6518
C12605374                      NOC_434_1LI4                       0.7040
C59886344                      NOC_434_1LI4                       0.6457
C44750462                      NOC_434_1LI4                       0.6763
C12176013                      NOC_434_1LI4                       0.4631
C49347079                      NOC_434_1LI4                       0.6582
C37730761                      NOC_434_1LI4                       0.6657
C05104225                      NOC_434_1LI4                       0.4779
C62001830                      NOC_434_1LI4                       0.6962
C48499002                      NOC_434_1LI4                       0.6416
C36331142                      NOC_434_1LI4                       0.7119
C62325199                      NOC_434_1LI4                       0.6983
C48835315                      NOC_434_1LI4                       0.6558
C32579322                      NOC_434_1LI4                       0.6535
C05942732                      NOC_434_1LI4                       0.6535
C40826768                      NOC_434_1LI4                       0.6860
C19729493                      NOC_434_1LI4                       0.5733
C67246017                      NOC_434_1LI4                       0.6472
C48949674                      NOC_434_1LI4                       0.5860
C37730279                      NOC_434_1LI4                       0.6046
C64232995                      NOC_434_1LI4                       0.6091
C50251346                      NOC_434_1LI4                       0.6558
C37504577                      NOC_434_1LI4                       0.5208
C62870479                      NOC_434_1LI4                       0.6158
C44791424                      NOC_434_1LI4                       0.5851
C35119554                      NOC_434_1LI4                       0.6231
C67598997                      NOC_434_1LI4                       0.6938
C49449631                      NOC_434_1LI4                       0.5688
C40215773                      NOC_434_1LI4                       0.6583
C66175095                      NOC_434_1LI4                       0.6523
C51092585                      NOC_434_1LI4                       0.5931
C37796957                      NOC_434_1LI4                       0.5570
C01467775                      NOC_434_1LI4                       0.7154
C48949249                      NOC_434_1LI4                       0.6525
C37744734                      NOC_434_1LI4                       0.5392
C01582852                      NOC_434_1LI4                       0.6592
C49519708                      NOC_434_1LI4                       0.5672
C40318321                      NOC_434_1LI4                       0.6924
C67613761                      NOC_434_1LI4                       0.7157
C54432864                      NOC_434_1LI4                       0.7163
C20157374                      NOC_434_1LI4                       0.5144
C05002965                      NOC_434_1LI4                       0.6569
C12501192                      NOC_434_1LI4                       0.6221
C39296267                      NOC_434_1LI4                       0.5000
C50779398                      NOC_434_1LI4                       0.6245
C50251263                      NOC_434_1LI4                       0.6289
C03945081                      NOC_434_1LI4                       0.6737
C51090682                      NOC_434_1LI4                       0.6856
C48488177                      NOC_434_1LI4                       0.5701
galux-align: processed 108 molecules in 10.044380926s.
Average (per molecule): 93.003527ms.
