name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C02040482,1,0,1,1,0,0,0,0,0,2,1,0.5454545454545455,0.686,0.07526881720430108
C45956810,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.617,0.09411764705882353
C42430318,0,1,1,1,0,0,0,1,0,0,0,0.36363636363636365,0.5763,0.04878048780487805
C21796378,0,1,1,1,0,0,0,1,0,0,0,0.36363636363636365,0.6488,0.09523809523809523
C51093977,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.683,0.12195121951219512
C05889866,0,1,1,1,0,0,0,1,0,0,0,0.36363636363636365,0.6302,0.10144927536231885
C61670179,0,0,1,0,0,0,1,1,1,0,0,0.36363636363636365,0.6626,0.0759493670886076
C61720490,1,0,0,0,0,0,0,0,1,1,1,0.36363636363636365,0.6924,0.09782608695652174
C17148469,0,0,1,1,0,0,0,0,0,1,0,0.2727272727272727,0.5697,0.1038961038961039
C36733796,0,0,0,0,0,1,0,1,0,1,0,0.2727272727272727,0.5715,0.04878048780487805
C00153719,1,0,0,0,0,0,0,1,0,1,0,0.2727272727272727,0.6284,0.07894736842105263
C51147766,1,0,0,1,0,0,0,0,1,0,0,0.2727272727272727,0.6488,0.13157894736842105
C65192099,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.6175,0.06666666666666667
C13603354,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.7584,0.08433734939759036
C45841524,0,0,0,0,0,1,0,0,1,1,0,0.2727272727272727,0.6084,0.06451612903225806
C40397247,1,0,0,0,1,0,0,0,1,0,0,0.2727272727272727,0.6174,0.036585365853658534
C50397133,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.7164,0.11842105263157894
C20423274,1,0,1,0,0,0,0,0,1,0,0,0.2727272727272727,0.7185,0.06896551724137931
C55188008,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.5726,0.0875
C62242936,0,1,1,0,0,0,0,0,1,0,0,0.2727272727272727,0.6985,0.08333333333333333
C39093310,0,0,0,0,1,1,0,0,0,0,1,0.2727272727272727,0.5138,0.05333333333333334
C09074729,0,0,1,0,0,0,0,1,1,0,0,0.2727272727272727,0.7099,0.052083333333333336
C50703174,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.6598,0.08641975308641975
C62875456,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6476,0.07777777777777778
C36234883,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.5807,0.0759493670886076
C40382145,0,0,0,1,0,0,0,0,1,0,0,0.18181818181818182,0.6765,0.09090909090909091
C41804906,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.533,0.05333333333333334
C63229041,0,0,0,0,0,1,0,0,0,0,1,0.18181818181818182,0.7074,0.09523809523809523
C01781710,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.7114,0.07446808510638298
C37933971,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7201,0.09523809523809523
C01593419,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.5934,0.06153846153846154
C31024582,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6449,0.06172839506172839
C44169083,0,0,0,0,0,0,1,0,1,0,0,0.18181818181818182,0.4305,0.04838709677419355
C43509354,0,0,0,0,1,1,0,0,0,0,0,0.18181818181818182,0.4785,0.08571428571428572
C50244628,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.5421,0.06493506493506493
C50674154,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6814,0.06818181818181818
C63063497,0,0,0,1,0,0,0,0,1,0,0,0.18181818181818182,0.6741,0.10666666666666667
C43407462,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5603,0.04878048780487805
C02279473,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6737,0.07446808510638298
C48644340,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.5897,0.06329113924050633
C45953611,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6971,0.10126582278481013
C57628827,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.6487,0.06896551724137931
C20555614,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7624,0.0707070707070707
C61592824,0,0,1,0,0,0,0,0,1,0,0,0.18181818181818182,0.6634,0.07954545454545454
C37389249,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.5551,0.06172839506172839
C48950632,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6563,0.06896551724137931
C05731252,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5901,0.0625
C37586580,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6034,0.07317073170731707
C46977294,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7161,0.058823529411764705
C04308818,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.619,0.07777777777777778
C40481696,0,0,0,0,1,0,0,0,0,0,1,0.18181818181818182,0.5434,0.04938271604938271
C40547651,0,1,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.6413,0.06818181818181818
C00182024,0,0,1,0,0,0,0,1,0,0,0,0.18181818181818182,0.6953,0.044444444444444446
C20157479,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.5234,0.08333333333333333
C05584129,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.7282,0.07446808510638298
