name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C49834785,0,0,1,1,0,0,0,1,1,2,1,0.6363636363636365,0.6652,0.0975609756097561
C50677463,1,0,0,1,0,0,0,1,1,1,0,0.4545454545454546,0.6836,0.08139534883720931
C36939884,1,0,0,0,0,0,0,1,1,0,1,0.36363636363636365,0.6033,0.0975609756097561
C63217590,0,0,0,0,1,0,0,1,1,0,1,0.36363636363636365,0.7235,0.10784313725490197
C38008858,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.6937,0.07142857142857142
C12416847,0,0,0,0,0,0,0,2,1,1,0,0.36363636363636365,0.6238,0.05263157894736842
C40532884,0,0,0,0,1,1,0,1,1,0,0,0.36363636363636365,0.6182,0.08333333333333333
C44887377,0,0,0,0,0,0,0,1,1,2,0,0.36363636363636365,0.5942,0.09302325581395349
C36278515,0,1,1,1,1,0,0,0,0,0,0,0.36363636363636365,0.624,0.09411764705882353
C37551115,0,1,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6979,0.07692307692307693
C38049110,0,0,0,0,1,0,0,0,0,2,0,0.2727272727272727,0.6548,0.07228915662650602
C37456344,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.7135,0.04938271604938271
C40321984,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.7174,0.09523809523809523
C33434214,1,0,0,0,1,0,0,0,0,1,0,0.2727272727272727,0.671,0.07407407407407407
C48390989,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.6338,0.1
C40589385,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.5992,0.0375
C36948024,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6228,0.05
C48839659,1,0,0,0,0,0,0,0,0,2,0,0.2727272727272727,0.5882,0.058823529411764705
C35764302,1,0,0,1,1,0,0,0,0,0,0,0.2727272727272727,0.5802,0.06172839506172839
C63173560,0,0,0,0,1,0,0,0,0,2,0,0.2727272727272727,0.6345,0.07228915662650602
C61685188,0,0,0,1,0,0,0,2,0,0,0,0.2727272727272727,0.6348,0.0958904109589041
C26898580,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5909,0.10588235294117647
C40468242,0,0,0,0,0,0,0,0,1,1,1,0.2727272727272727,0.6645,0.060240963855421686
C37387987,0,0,1,1,0,0,0,0,0,0,1,0.2727272727272727,0.5363,0.075
C40469882,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.5803,0.08974358974358974
C49571849,0,0,0,0,0,0,1,1,0,0,1,0.2727272727272727,0.7032,0.06818181818181818
C05344233,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.7229,0.047619047619047616
C42272345,1,0,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.7636,0.08888888888888889
C55272720,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.5832,0.09523809523809523
C10391656,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6328,0.0625
C00070097,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.5426,0.08108108108108109
C42431249,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.6401,0.047619047619047616
C60462660,0,0,1,0,0,0,0,0,0,1,0,0.18181818181818182,0.6408,0.060240963855421686
C54649065,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6364,0.06593406593406594
C62947140,0,0,0,0,1,1,0,0,0,0,0,0.18181818181818182,0.6361,0.06172839506172839
C63269855,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7003,0.06382978723404255
C14284274,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6568,0.11842105263157894
C42431242,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.629,0.037037037037037035
C64287011,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.7129,0.10752688172043011
C31992017,1,0,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.7112,0.0759493670886076
C19972281,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6895,0.06493506493506493
C42407325,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5953,0.060240963855421686
C49159482,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.6203,0.06097560975609756
C37073592,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6546,0.06666666666666667
C45112427,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5645,0.0625
C49278963,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6236,0.07142857142857142
C00192450,0,0,0,0,0,1,0,0,0,0,1,0.18181818181818182,0.5674,0.10256410256410256
C42459122,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6503,0.07407407407407407
