Query name                     Template name                       Score
C66320156                      NOC_434_1LI4                       0.6703
C59815906                      NOC_434_1LI4                       0.7062
C25406801                      NOC_434_1LI4                       0.6992
C61938126                      NOC_434_1LI4                       0.5727
C41834047                      NOC_434_1LI4                       0.6472
C39599818                      NOC_434_1LI4                       0.6373
C62101359                      NOC_434_1LI4                       0.6106
C40578963                      NOC_434_1LI4                       0.5803
C42128530                      NOC_434_1LI4                       0.6459
C67119061                      NOC_434_1LI4                       0.7609
C60781408                      NOC_434_1LI4                       0.7336
C05059886                      NOC_434_1LI4                       0.5488
C66867054                      NOC_434_1LI4                       0.6121
C44566627                      NOC_434_1LI4                       0.4629
C42872155                      NOC_434_1LI4                       0.5643
C62811528                      NOC_434_1LI4                       0.5883
C42357365                      NOC_434_1LI4                       0.5643
C48591268                      NOC_434_1LI4                       0.6625
C09607542                      NOC_434_1LI4                       0.6545
C64425591                      NOC_434_1LI4                       0.6428
C41664492                      NOC_434_1LI4                       0.6436
C27466799                      NOC_434_1LI4                       0.6672
C44846200                      NOC_434_1LI4                       0.5849
C44977407                      NOC_434_1LI4                       0.6435
C03187066                      NOC_434_1LI4                       0.5988
C49103268                      NOC_434_1LI4                       0.5937
C40310219                      NOC_434_1LI4                       0.7008
C30798268                      NOC_434_1LI4                       0.7006
C65501710                      NOC_434_1LI4                       0.7179
C48950083                      NOC_434_1LI4                       0.6375
C36745792                      NOC_434_1LI4                       0.6645
C48405591                      NOC_434_1LI4                       0.6166
C48952932                      NOC_434_1LI4                       0.5913
C03090885                      NOC_434_1LI4                       0.6980
C50251204                      NOC_434_1LI4                       0.6441
C10304775                      NOC_434_1LI4                       0.6767
C37987154                      NOC_434_1LI4                       0.6801
C67041711                      NOC_434_1LI4                       0.6759
C49277398                      NOC_434_1LI4                       0.6546
C37744375                      NOC_434_1LI4                       0.7102
C51998517                      NOC_434_1LI4                       0.6143
C50244597                      NOC_434_1LI4                       0.5893
C06161142                      NOC_434_1LI4                       0.6529
C54336485                      NOC_434_1LI4                       0.5658
C25319075                      NOC_434_1LI4                       0.5973
C40749729                      NOC_434_1LI4                       0.6208
C67240649                      NOC_434_1LI4                       0.6892
C51147759                      NOC_434_1LI4                       0.6085
C40381544                      NOC_434_1LI4                       0.6865
C58853854                      NOC_434_1LI4                       0.6812
C51093789                      NOC_434_1LI4                       0.6828
C24152025                      NOC_434_1LI4                       0.6902
C61937162                      NOC_434_1LI4                       0.6047
C49832767                      NOC_434_1LI4                       0.7105
C42576316                      NOC_434_1LI4                       0.5638
C06328745                      NOC_434_1LI4                       0.6183
C58159707                      NOC_434_1LI4                       0.6997
C42573425                      NOC_434_1LI4                       0.6982
C02116546                      NOC_434_1LI4                       0.5565
C00054797                      NOC_434_1LI4                       0.5934
C36738617                      NOC_434_1LI4                       0.6654
C05369827                      NOC_434_1LI4                       0.4756
C61715027                      NOC_434_1LI4                       0.6821
C44968209                      NOC_434_1LI4                       0.5527
C20362459                      NOC_434_1LI4                       0.5913
C61797368                      NOC_434_1LI4                       0.6685
C44785397                      NOC_434_1LI4                       0.5998
C19439528                      NOC_434_1LI4                       0.6663
C57306052                      NOC_434_1LI4                       0.5863
C39334529                      NOC_434_1LI4                       0.5427
C17122396                      NOC_434_1LI4                       0.4483
C66362942                      NOC_434_1LI4                       0.6500
C48913953                      NOC_434_1LI4                       0.5343
C37046841                      NOC_434_1LI4                       0.6980
C63532941                      NOC_434_1LI4                       0.6825
C50244673                      NOC_434_1LI4                       0.6531
C37043237                      NOC_434_1LI4                       0.5551
C06780583                      NOC_434_1LI4                       0.5481
C43706764                      NOC_434_1LI4                       0.6495
C08614566                      NOC_434_1LI4                       0.4829
C67283175                      NOC_434_1LI4                       0.7078
C49150766                      NOC_434_1LI4                       0.6099
C38051368                      NOC_434_1LI4                       0.6706
C53119510                      NOC_434_1LI4                       0.6315
C50323318                      NOC_434_1LI4                       0.6860
C37796918                      NOC_434_1LI4                       0.5902
C65140387                      NOC_434_1LI4                       0.6238
C45817663                      NOC_434_1LI4                       0.5428
C36998681                      NOC_434_1LI4                       0.6083
C04548103                      NOC_434_1LI4                       0.5960
C49500148                      NOC_434_1LI4                       0.6249
C40218796                      NOC_434_1LI4                       0.6606
C67076326                      NOC_434_1LI4                       0.7236
C51355423                      NOC_434_1LI4                       0.5818
C39084790                      NOC_434_1LI4                       0.5207
C03090896                      NOC_434_1LI4                       0.7029
C58851015                      NOC_434_1LI4                       0.7190
C40429568                      NOC_434_1LI4                       0.6381
C22130398                      NOC_434_1LI4                       0.5793
C50973253                      NOC_434_1LI4                       0.6824
C44988338                      NOC_434_1LI4                       0.6933
C67274757                      NOC_434_1LI4                       0.6978
C42413816                      NOC_434_1LI4                       0.6469
C40216688                      NOC_434_1LI4                       0.6236
C63810135                      NOC_434_1LI4                       0.7060
C40531205                      NOC_434_1LI4                       0.5549
C40367382                      NOC_434_1LI4                       0.6610
galux-align: processed 107 molecules in 10.333935865s.
Average (per molecule): 96.57883975ms.
