name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C00501803,0,0,0,0,1,0,0,1,2,0,1,0.4545454545454546,0.626,0.08
C39783562,1,0,0,0,1,0,0,1,0,1,1,0.4545454545454546,0.6793,0.09195402298850575
C48695523,1,1,1,1,0,0,0,1,0,0,0,0.4545454545454546,0.6307,0.08536585365853659
C52764179,0,0,1,1,1,1,0,0,0,0,0,0.36363636363636365,0.6154,0.09523809523809523
C42420368,1,0,0,0,1,1,0,0,0,1,0,0.36363636363636365,0.5614,0.04938271604938271
C04369529,1,1,1,1,0,0,0,0,0,0,0,0.36363636363636365,0.6609,0.0945945945945946
C09970465,0,0,0,0,2,1,1,0,0,0,0,0.36363636363636365,0.5086,0.04285714285714286
C34959314,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.5643,0.06578947368421052
C62162090,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6737,0.05434782608695652
C02973261,0,0,0,1,0,0,0,1,0,1,0,0.2727272727272727,0.6927,0.07291666666666667
C36929597,1,0,0,0,1,0,0,0,0,1,0,0.2727272727272727,0.6542,0.08641975308641975
C36357360,1,0,0,0,0,1,0,0,0,1,0,0.2727272727272727,0.689,0.08421052631578947
C50251261,0,1,1,0,0,0,0,0,1,0,0,0.2727272727272727,0.6424,0.05813953488372093
C12501079,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.6223,0.03488372093023256
C06887352,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6968,0.05
C48277912,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.7136,0.08433734939759036
C49449825,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6584,0.0625
C36829047,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.5564,0.09333333333333334
C62775382,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.645,0.08333333333333333
C37744849,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.5723,0.07142857142857142
C35697749,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6972,0.06741573033707865
C40315949,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.5863,0.07692307692307693
C44382199,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.6713,0.07317073170731707
C07737608,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.7406,0.09
C53068058,0,0,0,1,0,0,1,0,0,0,0,0.18181818181818182,0.6381,0.09876543209876543
C61916698,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7082,0.0963855421686747
C41044717,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5847,0.024390243902439025
C40371756,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.6604,0.07317073170731707
C66134302,1,0,0,0,0,0,1,0,0,0,0,0.18181818181818182,0.6602,0.05747126436781609
C58037999,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5064,0.08571428571428572
