Query name                     Template name                       Score
C43321565                      NOC_434_1LI4                       0.6182
C08515276                      NOC_434_1LI4                       0.7281
C63270729                      NOC_434_1LI4                       0.7330
C42319496                      NOC_434_1LI4                       0.6592
C32967458                      NOC_434_1LI4                       0.6265
C03131524                      NOC_434_1LI4                       0.6429
C50376759                      NOC_434_1LI4                       0.6397
C17420434                      NOC_434_1LI4                       0.6723
C09482558                      NOC_434_1LI4                       0.6622
C49725063                      NOC_434_1LI4                       0.4995
C36722801                      NOC_434_1LI4                       0.6763
C65442877                      NOC_434_1LI4                       0.6464
C44934829                      NOC_434_1LI4                       0.5414
C40521090                      NOC_434_1LI4                       0.6065
C09320204                      NOC_434_1LI4                       0.7118
C51121720                      NOC_434_1LI4                       0.6609
C23630708                      NOC_434_1LI4                       0.6819
C62349112                      NOC_434_1LI4                       0.7015
C50374753                      NOC_434_1LI4                       0.5966
C40223187                      NOC_434_1LI4                       0.5856
C66981022                      NOC_434_1LI4                       0.6896
C47529702                      NOC_434_1LI4                       0.6388
C42437990                      NOC_434_1LI4                       0.6518
C39275863                      NOC_434_1LI4                       0.5433
C53035948                      NOC_434_1LI4                       0.7040
C23448161                      NOC_434_1LI4                       0.6266
C00071744                      NOC_434_1LI4                       0.6880
C58011977                      NOC_434_1LI4                       0.6425
C40378371                      NOC_434_1LI4                       0.6194
C67470370                      NOC_434_1LI4                       0.7104
C49160963                      NOC_434_1LI4                       0.5737
C48686185                      NOC_434_1LI4                       0.5832
C09303483                      NOC_434_1LI4                       0.6827
C62811001                      NOC_434_1LI4                       0.6598
C40384426                      NOC_434_1LI4                       0.6254
C06520352                      NOC_434_1LI4                       0.6629
C51859621                      NOC_434_1LI4                       0.5074
C40860793                      NOC_434_1LI4                       0.5671
C00942538                      NOC_434_1LI4                       0.6916
C49183847                      NOC_434_1LI4                       0.5886
C49206796                      NOC_434_1LI4                       0.5584
C34940195                      NOC_434_1LI4                       0.5469
C62962210                      NOC_434_1LI4                       0.7192
C43830133                      NOC_434_1LI4                       0.6595
C39280381                      NOC_434_1LI4                       0.6579
C61118226                      NOC_434_1LI4                       0.6430
C44771135                      NOC_434_1LI4                       0.6012
C11039076                      NOC_434_1LI4                       0.6464
C49475399                      NOC_434_1LI4                       0.5643
C51952521                      NOC_434_1LI4                       0.6650
C40370579                      NOC_434_1LI4                       0.6075
C63009575                      NOC_434_1LI4                       0.6717
C50397350                      NOC_434_1LI4                       0.7220
C44248793                      NOC_434_1LI4                       0.6417
C61887175                      NOC_434_1LI4                       0.5251
C44934380                      NOC_434_1LI4                       0.6776
C21324301                      NOC_434_1LI4                       0.6760
C66655267                      NOC_434_1LI4                       0.5609
C57305125                      NOC_434_1LI4                       0.6053
C41083538                      NOC_434_1LI4                       0.7025
C03141342                      NOC_434_1LI4                       0.7033
C51190365                      NOC_434_1LI4                       0.6324
C48950340                      NOC_434_1LI4                       0.6711
C13396041                      NOC_434_1LI4                       0.4918
C48834814                      NOC_434_1LI4                       0.6308
C30673780                      NOC_434_1LI4                       0.7361
C05480748                      NOC_434_1LI4                       0.5500
C61146586                      NOC_434_1LI4                       0.6229
C42431195                      NOC_434_1LI4                       0.5906
C12112611                      NOC_434_1LI4                       0.6290
C60537958                      NOC_434_1LI4                       0.6908
C49469850                      NOC_434_1LI4                       0.6577
C01730743                      NOC_434_1LI4                       0.4151
C51130032                      NOC_434_1LI4                       0.6181
C09533070                      NOC_434_1LI4                       0.7145
C09970414                      NOC_434_1LI4                       0.5286
C63269190                      NOC_434_1LI4                       0.6672
C43434085                      NOC_434_1LI4                       0.6319
C22177344                      NOC_434_1LI4                       0.7038
C62962189                      NOC_434_1LI4                       0.7216
C51113288                      NOC_434_1LI4                       0.6623
C01692729                      NOC_434_1LI4                       0.4980
C54299770                      NOC_434_1LI4                       0.5707
C44782409                      NOC_434_1LI4                       0.6726
C20160796                      NOC_434_1LI4                       0.5568
C65190813                      NOC_434_1LI4                       0.6927
C48490882                      NOC_434_1LI4                       0.6562
C38006905                      NOC_434_1LI4                       0.6157
C38989928                      NOC_434_1LI4                       0.7342
C51638519                      NOC_434_1LI4                       0.6996
C04844114                      NOC_434_1LI4                       0.3650
C62811462                      NOC_434_1LI4                       0.6073
C46819182                      NOC_434_1LI4                       0.6967
C35763509                      NOC_434_1LI4                       0.5805
C67267592                      NOC_434_1LI4                       0.6372
C50251378                      NOC_434_1LI4                       0.5931
C44690918                      NOC_434_1LI4                       0.6889
C67168303                      NOC_434_1LI4                       0.7392
C41017401                      NOC_434_1LI4                       0.6014
C38101525                      NOC_434_1LI4                       0.6708
C04857954                      NOC_434_1LI4                       0.6745
C40482164                      NOC_434_1LI4                       0.6261
C39937196                      NOC_434_1LI4                       0.4268
C52518596                      NOC_434_1LI4                       0.6063
C46466296                      NOC_434_1LI4                       0.5803
C40347277                      NOC_434_1LI4                       0.7172
C65920750                      NOC_434_1LI4                       0.6294
C59500622                      NOC_434_1LI4                       0.7081
galux-align: processed 108 molecules in 10.224294848s.
Average (per molecule): 94.66939675ms.
