Query name                     Template name                       Score
C36939884                      NOC_434_1LI4                       0.6033
C05344233                      NOC_434_1LI4                       0.7229
C26690606                      NOC_434_1LI4                       0.6322
C42272345                      NOC_434_1LI4                       0.7636
C19978905                      NOC_434_1LI4                       0.6043
C55272720                      NOC_434_1LI4                       0.5832
C51301157                      NOC_434_1LI4                       0.6303
C10391656                      NOC_434_1LI4                       0.6328
C36924427                      NOC_434_1LI4                       0.4995
C37551115                      NOC_434_1LI4                       0.6979
C00070097                      NOC_434_1LI4                       0.5426
C63217590                      NOC_434_1LI4                       0.7235
C42431249                      NOC_434_1LI4                       0.6401
C01839390                      NOC_434_1LI4                       0.5910
C60462660                      NOC_434_1LI4                       0.6408
C56180548                      NOC_434_1LI4                       0.7325
C27341251                      NOC_434_1LI4                       0.6888
C48021180                      NOC_434_1LI4                       0.7171
C38049110                      NOC_434_1LI4                       0.6548
C35133688                      NOC_434_1LI4                       0.6169
C54649065                      NOC_434_1LI4                       0.6364
C48837145                      NOC_434_1LI4                       0.6263
C37456344                      NOC_434_1LI4                       0.7135
C62811140                      NOC_434_1LI4                       0.6169
C37921398                      NOC_434_1LI4                       0.6501
C38008858                      NOC_434_1LI4                       0.6937
C12416847                      NOC_434_1LI4                       0.6238
C40321984                      NOC_434_1LI4                       0.7174
C37744347                      NOC_434_1LI4                       0.6498
C66375591                      NOC_434_1LI4                       0.7153
C50244644                      NOC_434_1LI4                       0.6454
C38000360                      NOC_434_1LI4                       0.5330
C62947140                      NOC_434_1LI4                       0.6361
C63269855                      NOC_434_1LI4                       0.7003
C40479115                      NOC_434_1LI4                       0.7102
C14284274                      NOC_434_1LI4                       0.6568
C42431242                      NOC_434_1LI4                       0.6290
C39465343                      NOC_434_1LI4                       0.5463
C67590756                      NOC_434_1LI4                       0.6743
C51118813                      NOC_434_1LI4                       0.6960
C40532884                      NOC_434_1LI4                       0.6182
C33434214                      NOC_434_1LI4                       0.6710
C64287011                      NOC_434_1LI4                       0.7129
C48390989                      NOC_434_1LI4                       0.6338
C31992017                      NOC_434_1LI4                       0.7112
C48844122                      NOC_434_1LI4                       0.6008
C40547556                      NOC_434_1LI4                       0.6384
C19972281                      NOC_434_1LI4                       0.6895
C61174568                      NOC_434_1LI4                       0.5931
C40589385                      NOC_434_1LI4                       0.5992
C36948024                      NOC_434_1LI4                       0.6228
C65238123                      NOC_434_1LI4                       0.7087
C48839659                      NOC_434_1LI4                       0.5882
C35454528                      NOC_434_1LI4                       0.6271
C49834785                      NOC_434_1LI4                       0.6652
C42407325                      NOC_434_1LI4                       0.5953
C35764302                      NOC_434_1LI4                       0.5802
C62832370                      NOC_434_1LI4                       0.7309
C41034549                      NOC_434_1LI4                       0.6432
C39094058                      NOC_434_1LI4                       0.5525
C67268908                      NOC_434_1LI4                       0.6204
C49159482                      NOC_434_1LI4                       0.6203
C37073592                      NOC_434_1LI4                       0.6546
C04996197                      NOC_434_1LI4                       0.6358
C45112427                      NOC_434_1LI4                       0.5645
C37005418                      NOC_434_1LI4                       0.5877
C63209856                      NOC_434_1LI4                       0.6752
C42275027                      NOC_434_1LI4                       0.5882
C42430343                      NOC_434_1LI4                       0.6302
C04991718                      NOC_434_1LI4                       0.6181
C49278963                      NOC_434_1LI4                       0.6236
C40305562                      NOC_434_1LI4                       0.6045
C63173560                      NOC_434_1LI4                       0.6345
C48967606                      NOC_434_1LI4                       0.5973
C37571893                      NOC_434_1LI4                       0.6796
C00192450                      NOC_434_1LI4                       0.5674
C44887377                      NOC_434_1LI4                       0.5942
C42459122                      NOC_434_1LI4                       0.6503
C05046753                      NOC_434_1LI4                       0.6526
C50677463                      NOC_434_1LI4                       0.6836
C40472783                      NOC_434_1LI4                       0.6888
C21050559                      NOC_434_1LI4                       0.7369
C61685188                      NOC_434_1LI4                       0.6348
C37821190                      NOC_434_1LI4                       0.5847
C26898580                      NOC_434_1LI4                       0.5909
C45139143                      NOC_434_1LI4                       0.5850
C44783396                      NOC_434_1LI4                       0.5103
C36781141                      NOC_434_1LI4                       0.7070
C51118999                      NOC_434_1LI4                       0.7076
C43595234                      NOC_434_1LI4                       0.6573
C28976085                      NOC_434_1LI4                       0.7140
C62924987                      NOC_434_1LI4                       0.5701
C40468242                      NOC_434_1LI4                       0.6645
C37387987                      NOC_434_1LI4                       0.5363
C43589507                      NOC_434_1LI4                       0.6097
C47622674                      NOC_434_1LI4                       0.6322
C37436784                      NOC_434_1LI4                       0.6862
C10118150                      NOC_434_1LI4                       0.6805
C43042234                      NOC_434_1LI4                       0.6194
C01595918                      NOC_434_1LI4                       0.5074
C44929209                      NOC_434_1LI4                       0.7316
C40483054                      NOC_434_1LI4                       0.5797
C36278515                      NOC_434_1LI4                       0.6240
C49165756                      NOC_434_1LI4                       0.6880
C40469882                      NOC_434_1LI4                       0.5803
C03516630                      NOC_434_1LI4                       0.6401
C50672791                      NOC_434_1LI4                       0.6384
C49571849                      NOC_434_1LI4                       0.7032
galux-align: processed 108 molecules in 9.255318682s.
Average (per molecule): 85.69739525ms.
