name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C22115248,0,0,0,1,0,0,0,1,1,1,1,0.4545454545454546,0.6413,0.08235294117647059
C16899468,0,1,1,1,0,0,0,1,1,0,0,0.4545454545454546,0.6909,0.08235294117647059
C54244230,0,0,1,0,0,1,0,0,0,2,0,0.36363636363636365,0.5765,0.0625
C40327081,1,0,0,0,1,0,0,0,1,0,1,0.36363636363636365,0.7057,0.08433734939759036
C41080479,0,1,1,1,1,0,0,0,0,0,0,0.36363636363636365,0.6488,0.08536585365853659
C50397354,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.7036,0.10975609756097561
C35354365,0,1,1,1,0,0,0,0,0,0,1,0.36363636363636365,0.6309,0.07792207792207792
C37550580,0,1,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6182,0.06521739130434782
C58838866,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6583,0.06666666666666667
C57954474,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.7047,0.08860759493670886
C37673373,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.6818,0.08860759493670886
C40293084,1,0,0,0,0,1,0,0,1,0,0,0.2727272727272727,0.7321,0.09090909090909091
C37434650,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.7307,0.046511627906976744
C50162553,0,0,1,0,0,0,0,0,0,2,0,0.2727272727272727,0.6909,0.06666666666666667
C37457107,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.5767,0.07954545454545454
C40348989,0,0,0,1,0,0,0,0,1,0,1,0.2727272727272727,0.716,0.09876543209876543
C40579032,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5649,0.06172839506172839
C48852972,0,0,1,0,0,0,0,0,0,1,1,0.2727272727272727,0.5791,0.0945945945945946
C62947080,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.7419,0.08235294117647059
C43612119,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6088,0.045454545454545456
C44712493,1,0,0,0,1,0,0,0,0,1,0,0.2727272727272727,0.6377,0.0759493670886076
C37626385,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.5688,0.07317073170731707
C42874242,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.6127,0.07407407407407407
C23082971,0,0,0,1,0,0,0,0,1,0,1,0.2727272727272727,0.7466,0.08333333333333333
C49103292,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5842,0.056818181818181816
C36165313,1,0,0,1,0,0,0,0,1,0,0,0.2727272727272727,0.7,0.06976744186046512
C51147559,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6759,0.10714285714285714
C21719866,0,0,0,0,0,1,0,0,1,1,0,0.2727272727272727,0.7396,0.07446808510638298
C61368362,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.6119,0.0449438202247191
C06182540,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.6851,0.05555555555555555
C56978856,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.7396,0.06521739130434782
C62876493,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.5887,0.045454545454545456
