name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C15156331,0,1,1,1,1,0,0,2,0,0,1,0.6363636363636365,0.5186,0.07894736842105263
C45922564,1,1,1,0,0,0,0,0,0,1,1,0.4545454545454546,0.6325,0.07894736842105263
C01276667,1,1,1,1,0,0,0,0,0,0,1,0.4545454545454546,0.5079,0.1232876712328767
C47403257,1,1,0,1,0,0,1,0,0,0,1,0.4545454545454546,0.7041,0.0898876404494382
C09083047,0,0,0,1,0,0,0,1,0,1,1,0.36363636363636365,0.7024,0.08139534883720931
C42175606,0,0,0,0,1,0,0,2,1,0,0,0.36363636363636365,0.7281,0.06382978723404255
C36721964,1,1,0,0,0,0,0,0,0,1,0,0.2727272727272727,0.5521,0.0684931506849315
C02770722,0,0,0,1,0,0,0,1,0,1,0,0.2727272727272727,0.6226,0.060240963855421686
C62812088,0,0,1,1,0,0,0,0,0,0,1,0.2727272727272727,0.5729,0.08433734939759036
C37933956,1,0,0,0,0,0,0,1,0,1,0,0.2727272727272727,0.7079,0.1038961038961039
C40604935,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6327,0.047058823529411764
C40715551,0,0,1,0,0,0,0,1,1,0,0,0.2727272727272727,0.6447,0.08860759493670886
C03594600,0,0,0,0,0,0,0,2,1,0,0,0.2727272727272727,0.7058,0.07446808510638298
C34623412,1,0,0,1,0,0,0,0,0,1,0,0.2727272727272727,0.646,0.0759493670886076
C36895484,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.7095,0.07317073170731707
C20354472,1,0,0,0,1,0,0,1,0,0,0,0.2727272727272727,0.6801,0.08641975308641975
C50222461,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6472,0.08433734939759036
C45694140,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.5956,0.05952380952380952
C40486334,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.6668,0.04819277108433735
C59879110,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6879,0.06060606060606061
C49165613,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.6514,0.05747126436781609
C34797488,1,0,0,0,0,0,1,0,0,0,0,0.18181818181818182,0.559,0.08108108108108109
C63270795,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.6636,0.0425531914893617
C36133274,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5394,0.0375
