Query name                     Template name                       Score
C51116306                      NOC_434_1LI4                       0.6627
C50244684                      NOC_434_1LI4                       0.6617
C12516044                      NOC_434_1LI4                       0.6977
C13879202                      NOC_434_1LI4                       0.6178
C45472020                      NOC_434_1LI4                       0.6143
C35611321                      NOC_434_1LI4                       0.5343
C64625478                      NOC_434_1LI4                       0.6707
C44928158                      NOC_434_1LI4                       0.7089
C39969955                      NOC_434_1LI4                       0.7576
C61685667                      NOC_434_1LI4                       0.6467
C50973339                      NOC_434_1LI4                       0.6244
C21151597                      NOC_434_1LI4                       0.6535
C62243092                      NOC_434_1LI4                       0.6226
C49976258                      NOC_434_1LI4                       0.5826
C37791680                      NOC_434_1LI4                       0.7033
C66426239                      NOC_434_1LI4                       0.7578
C44934843                      NOC_434_1LI4                       0.6189
C41074078                      NOC_434_1LI4                       0.6254
C62946740                      NOC_434_1LI4                       0.7346
C36976638                      NOC_434_1LI4                       0.7207
C32629931                      NOC_434_1LI4                       0.6526
C63009574                      NOC_434_1LI4                       0.6640
C54035986                      NOC_434_1LI4                       0.6036
C40378368                      NOC_434_1LI4                       0.6373
C67102639                      NOC_434_1LI4                       0.7350
C49039324                      NOC_434_1LI4                       0.6344
C47786006                      NOC_434_1LI4                       0.5855
C04697830                      NOC_434_1LI4                       0.5504
C00371919                      NOC_434_1LI4                       0.4388
C38989930                      NOC_434_1LI4                       0.6143
C00289936                      NOC_434_1LI4                       0.6277
C58054541                      NOC_434_1LI4                       0.6481
C40531256                      NOC_434_1LI4                       0.6098
C06602431                      NOC_434_1LI4                       0.7056
C49165453                      NOC_434_1LI4                       0.5658
C49034528                      NOC_434_1LI4                       0.5827
C00153718                      NOC_434_1LI4                       0.6256
C62843415                      NOC_434_1LI4                       0.5977
C40776347                      NOC_434_1LI4                       0.7325
C20945668                      NOC_434_1LI4                       0.6748
C53126441                      NOC_434_1LI4                       0.5297
C42430351                      NOC_434_1LI4                       0.5879
C09365475                      NOC_434_1LI4                       0.7214
C51127394                      NOC_434_1LI4                       0.7135
C49545544                      NOC_434_1LI4                       0.6101
C36748868                      NOC_434_1LI4                       0.5163
C63007430                      NOC_434_1LI4                       0.6650
C49183316                      NOC_434_1LI4                       0.7012
C40479116                      NOC_434_1LI4                       0.6988
C61673076                      NOC_434_1LI4                       0.5942
C44785428                      NOC_434_1LI4                       0.6361
C15543524                      NOC_434_1LI4                       0.6602
C39470733                      NOC_434_1LI4                       0.5579
C55186758                      NOC_434_1LI4                       0.6595
C40377252                      NOC_434_1LI4                       0.5281
C66134629                      NOC_434_1LI4                       0.6677
C51092203                      NOC_434_1LI4                       0.6915
C46656203                      NOC_434_1LI4                       0.6375
C62543753                      NOC_434_1LI4                       0.6025
C48731740                      NOC_434_1LI4                       0.5743
C22278639                      NOC_434_1LI4                       0.6899
C07143778                      NOC_434_1LI4                       0.6642
C47711348                      NOC_434_1LI4                       0.7003
C42420343                      NOC_434_1LI4                       0.5405
C01580881                      NOC_434_1LI4                       0.6282
C45763156                      NOC_434_1LI4                       0.6750
C48961012                      NOC_434_1LI4                       0.6217
C04525690                      NOC_434_1LI4                       0.5619
C19972640                      NOC_434_1LI4                       0.7488
C32754184                      NOC_434_1LI4                       0.6862
C06759662                      NOC_434_1LI4                       0.5433
C62933622                      NOC_434_1LI4                       0.6117
C42507217                      NOC_434_1LI4                       0.7042
C20945684                      NOC_434_1LI4                       0.6526
C48902665                      NOC_434_1LI4                       0.7036
C51089053                      NOC_434_1LI4                       0.6752
C00037833                      NOC_434_1LI4                       0.6868
C52536822                      NOC_434_1LI4                       0.7207
C43115299                      NOC_434_1LI4                       0.6784
C00184916                      NOC_434_1LI4                       0.5379
C35476284                      NOC_434_1LI4                       0.6965
C44985127                      NOC_434_1LI4                       0.7118
C36165403                      NOC_434_1LI4                       0.6296
C39934214                      NOC_434_1LI4                       0.6688
C51122268                      NOC_434_1LI4                       0.6242
C04352779                      NOC_434_1LI4                       0.4949
C61886721                      NOC_434_1LI4                       0.6244
C45843159                      NOC_434_1LI4                       0.6905
C27549276                      NOC_434_1LI4                       0.6188
C66185718                      NOC_434_1LI4                       0.6188
C48968764                      NOC_434_1LI4                       0.6621
C39334479                      NOC_434_1LI4                       0.5888
C58429607                      NOC_434_1LI4                       0.7339
C08721222                      NOC_434_1LI4                       0.6765
C12394984                      NOC_434_1LI4                       0.4683
C63213267                      NOC_434_1LI4                       0.5751
C56381511                      NOC_434_1LI4                       0.6412
C39279700                      NOC_434_1LI4                       0.5528
C50291851                      NOC_434_1LI4                       0.5441
C48631820                      NOC_434_1LI4                       0.5310
C37791378                      NOC_434_1LI4                       0.7114
C23386332                      NOC_434_1LI4                       0.7407
C48265880                      NOC_434_1LI4                       0.6368
C20275410                      NOC_434_1LI4                       0.6460
C62135223                      NOC_434_1LI4                       0.5448
C40924535                      NOC_434_1LI4                       0.5151
C36753780                      NOC_434_1LI4                       0.6183
galux-align: processed 107 molecules in 9.547922317s.
Average (per molecule): 89.23291875ms.
