Query name                     Template name                       Score
C12516042                      NOC_434_1LI4                       0.7009
C61686070                      NOC_434_1LI4                       0.6374
C43513957                      NOC_434_1LI4                       0.6351
C09332581                      NOC_434_1LI4                       0.6534
C63469956                      NOC_434_1LI4                       0.6922
C44349951                      NOC_434_1LI4                       0.5678
C38984205                      NOC_434_1LI4                       0.6089
C61685655                      NOC_434_1LI4                       0.6772
C50397239                      NOC_434_1LI4                       0.6924
C20010874                      NOC_434_1LI4                       0.7071
C62099650                      NOC_434_1LI4                       0.7096
C49776778                      NOC_434_1LI4                       0.5206
C37549601                      NOC_434_1LI4                       0.6044
C16279380                      NOC_434_1LI4                       0.7142
C44934840                      NOC_434_1LI4                       0.6430
C41073827                      NOC_434_1LI4                       0.5640
C62846777                      NOC_434_1LI4                       0.6436
C51635074                      NOC_434_1LI4                       0.6938
C26569332                      NOC_434_1LI4                       0.6971
C00547561                      NOC_434_1LI4                       0.6779
C53129369                      NOC_434_1LI4                       0.5542
C40348065                      NOC_434_1LI4                       0.6777
C67062963                      NOC_434_1LI4                       0.6185
C49032945                      NOC_434_1LI4                       0.6732
C43439043                      NOC_434_1LI4                       0.6025
C09694455                      NOC_434_1LI4                       0.7129
C55185831                      NOC_434_1LI4                       0.6701
C38743893                      NOC_434_1LI4                       0.6677
C04393031                      NOC_434_1LI4                       0.6645
C58054149                      NOC_434_1LI4                       0.4847
C40381678                      NOC_434_1LI4                       0.7119
C02882168                      NOC_434_1LI4                       0.6842
C49164845                      NOC_434_1LI4                       0.6177
C48854722                      NOC_434_1LI4                       0.6855
C11919887                      NOC_434_1LI4                       0.6194
C62833827                      NOC_434_1LI4                       0.7352
C40485623                      NOC_434_1LI4                       0.7017
C15081559                      NOC_434_1LI4                       0.6475
C60509795                      NOC_434_1LI4                       0.5346
C41068524                      NOC_434_1LI4                       0.5658
C08744695                      NOC_434_1LI4                       0.7273
C49443520                      NOC_434_1LI4                       0.6069
C49430859                      NOC_434_1LI4                       0.5961
C35339689                      NOC_434_1LI4                       0.6219
C63007424                      NOC_434_1LI4                       0.6407
C49164010                      NOC_434_1LI4                       0.6536
C40375984                      NOC_434_1LI4                       0.6339
C61124742                      NOC_434_1LI4                       0.7241
C44785388                      NOC_434_1LI4                       0.6474
C12978087                      NOC_434_1LI4                       0.7485
C17121856                      NOC_434_1LI4                       0.6784
C52096441                      NOC_434_1LI4                       0.6768
C40372084                      NOC_434_1LI4                       0.5693
C63059305                      NOC_434_1LI4                       0.6995
C05343294                      NOC_434_1LI4                       0.7111
C44877875                      NOC_434_1LI4                       0.6335
C62542480                      NOC_434_1LI4                       0.5587
C48673878                      NOC_434_1LI4                       0.6744
C21324598                      NOC_434_1LI4                       0.6618
C67066880                      NOC_434_1LI4                       0.5748
C43714410                      NOC_434_1LI4                       0.6627
C42397004                      NOC_434_1LI4                       0.6936
C01646766                      NOC_434_1LI4                       0.6565
C53600017                      NOC_434_1LI4                       0.7002
C48960831                      NOC_434_1LI4                       0.6572
C66936262                      NOC_434_1LI4                       0.4587
C50306226                      NOC_434_1LI4                       0.6418
C29979182                      NOC_434_1LI4                       0.7144
C03885329                      NOC_434_1LI4                       0.6200
C61939933                      NOC_434_1LI4                       0.6349
C42431224                      NOC_434_1LI4                       0.5674
C05731660                      NOC_434_1LI4                       0.6404
C07083123                      NOC_434_1LI4                       0.6655
C51088567                      NOC_434_1LI4                       0.6667
C01557145                      NOC_434_1LI4                       0.4516
C51662086                      NOC_434_1LI4                       0.5829
C39232131                      NOC_434_1LI4                       0.7510
C14555943                      NOC_434_1LI4                       0.4841
C63855792                      NOC_434_1LI4                       0.6662
C43542309                      NOC_434_1LI4                       0.5552
C35383065                      NOC_434_1LI4                       0.7210
C63079401                      NOC_434_1LI4                       0.6812
C51113334                      NOC_434_1LI4                       0.7054
C02567350                      NOC_434_1LI4                       0.5641
C57292300                      NOC_434_1LI4                       0.5345
C45156836                      NOC_434_1LI4                       0.6102
C20483936                      NOC_434_1LI4                       0.6351
C65453671                      NOC_434_1LI4                       0.5692
C48824667                      NOC_434_1LI4                       0.6137
C39334473                      NOC_434_1LI4                       0.5422
C58223131                      NOC_434_1LI4                       0.6943
C53918917                      NOC_434_1LI4                       0.6076
C11568917                      NOC_434_1LI4                       0.5319
C62943257                      NOC_434_1LI4                       0.6327
C47445455                      NOC_434_1LI4                       0.6943
C06694524                      NOC_434_1LI4                       0.6912
C50604089                      NOC_434_1LI4                       0.5883
C50306415                      NOC_434_1LI4                       0.5825
C44956339                      NOC_434_1LI4                       0.5672
C57292396                      NOC_434_1LI4                       0.6683
C46906507                      NOC_434_1LI4                       0.6646
C40266703                      NOC_434_1LI4                       0.6446
C62843099                      NOC_434_1LI4                       0.5814
C40481676                      NOC_434_1LI4                       0.6061
C14555925                      NOC_434_1LI4                       0.4959
C21056632                      NOC_434_1LI4                       0.6372
C40578536                      NOC_434_1LI4                       0.5841
C00196914                      NOC_434_1LI4                       0.6425
galux-align: processed 108 molecules in 9.793652316s.
Average (per molecule): 90.681966ms.
