Query name                     Template name                       Score
C61368362                      NOC_434_1LI4                       0.6119
C54244230                      NOC_434_1LI4                       0.5765
C49467619                      NOC_434_1LI4                       0.7021
C06182540                      NOC_434_1LI4                       0.6851
C47930041                      NOC_434_1LI4                       0.6807
C37550580                      NOC_434_1LI4                       0.6182
C05160870                      NOC_434_1LI4                       0.6461
C60781282                      NOC_434_1LI4                       0.7101
C42431200                      NOC_434_1LI4                       0.6078
C22115248                      NOC_434_1LI4                       0.6413
C58838866                      NOC_434_1LI4                       0.6583
C16720756                      NOC_434_1LI4                       0.7897
C15830577                      NOC_434_1LI4                       0.6671
C57954474                      NOC_434_1LI4                       0.7047
C37673373                      NOC_434_1LI4                       0.6818
C26438815                      NOC_434_1LI4                       0.6056
C65190238                      NOC_434_1LI4                       0.7501
C48835230                      NOC_434_1LI4                       0.6440
C36980991                      NOC_434_1LI4                       0.6214
C61364404                      NOC_434_1LI4                       0.6521
C56978856                      NOC_434_1LI4                       0.7396
C35452838                      NOC_434_1LI4                       0.7160
C62668064                      NOC_434_1LI4                       0.6292
C40293084                      NOC_434_1LI4                       0.7321
C37434650                      NOC_434_1LI4                       0.7307
C66357395                      NOC_434_1LI4                       0.6964
C50162553                      NOC_434_1LI4                       0.6909
C37457107                      NOC_434_1LI4                       0.5767
C62876493                      NOC_434_1LI4                       0.5887
C63079418                      NOC_434_1LI4                       0.7232
C40327081                      NOC_434_1LI4                       0.7057
C64034327                      NOC_434_1LI4                       0.4451
C41080479                      NOC_434_1LI4                       0.6488
C39329025                      NOC_434_1LI4                       0.3887
C67438126                      NOC_434_1LI4                       0.6864
C50397354                      NOC_434_1LI4                       0.7036
C39098220                      NOC_434_1LI4                       0.5164
C01698959                      NOC_434_1LI4                       0.5308
C63829117                      NOC_434_1LI4                       0.7029
C44877728                      NOC_434_1LI4                       0.6246
C12582872                      NOC_434_1LI4                       0.6463
C44791495                      NOC_434_1LI4                       0.5744
C40348989                      NOC_434_1LI4                       0.7160
C19842471                      NOC_434_1LI4                       0.6985
C42690559                      NOC_434_1LI4                       0.7091
C40579032                      NOC_434_1LI4                       0.5649
C35354365                      NOC_434_1LI4                       0.6309
C64427499                      NOC_434_1LI4                       0.6695
C48658043                      NOC_434_1LI4                       0.7093
C20345797                      NOC_434_1LI4                       0.5861
C48852972                      NOC_434_1LI4                       0.5791
C40572398                      NOC_434_1LI4                       0.6030
C26506235                      NOC_434_1LI4                       0.4414
C61887332                      NOC_434_1LI4                       0.6141
C40911710                      NOC_434_1LI4                       0.6031
C37624634                      NOC_434_1LI4                       0.6427
C65944731                      NOC_434_1LI4                       0.7089
C48950864                      NOC_434_1LI4                       0.6112
C36179063                      NOC_434_1LI4                       0.6208
C50323467                      NOC_434_1LI4                       0.6358
C43510279                      NOC_434_1LI4                       0.7314
C36265948                      NOC_434_1LI4                       0.6669
C62947080                      NOC_434_1LI4                       0.7419
C41035110                      NOC_434_1LI4                       0.6447
C40364588                      NOC_434_1LI4                       0.5148
C67586667                      NOC_434_1LI4                       0.6706
C43612119                      NOC_434_1LI4                       0.6088
C37791207                      NOC_434_1LI4                       0.7016
C62101963                      NOC_434_1LI4                       0.6334
C47088061                      NOC_434_1LI4                       0.6964
C37481878                      NOC_434_1LI4                       0.5755
C16899468                      NOC_434_1LI4                       0.6909
C44712493                      NOC_434_1LI4                       0.6377
C42430704                      NOC_434_1LI4                       0.6002
C05124296                      NOC_434_1LI4                       0.6984
C50396765                      NOC_434_1LI4                       0.7411
C40397075                      NOC_434_1LI4                       0.5814
C10041267                      NOC_434_1LI4                       0.6346
C50222600                      NOC_434_1LI4                       0.6668
C37626385                      NOC_434_1LI4                       0.5688
C21504910                      NOC_434_1LI4                       0.7085
C44934073                      NOC_434_1LI4                       0.5996
C42874242                      NOC_434_1LI4                       0.6127
C30954307                      NOC_434_1LI4                       0.6814
C51091101                      NOC_434_1LI4                       0.6856
C43425600                      NOC_434_1LI4                       0.6012
C23082971                      NOC_434_1LI4                       0.7466
C62876197                      NOC_434_1LI4                       0.6082
C38049053                      NOC_434_1LI4                       0.6606
C35354100                      NOC_434_1LI4                       0.6683
C49103292                      NOC_434_1LI4                       0.5842
C47465865                      NOC_434_1LI4                       0.5350
C37226492                      NOC_434_1LI4                       0.6526
C51127811                      NOC_434_1LI4                       0.6680
C45687665                      NOC_434_1LI4                       0.6117
C36165313                      NOC_434_1LI4                       0.7000
C62946481                      NOC_434_1LI4                       0.6799
C40481771                      NOC_434_1LI4                       0.5456
C35453665                      NOC_434_1LI4                       0.6872
C51147559                      NOC_434_1LI4                       0.6759
C44588044                      NOC_434_1LI4                       0.6225
C37934306                      NOC_434_1LI4                       0.7456
C65331014                      NOC_434_1LI4                       0.7166
C21719866                      NOC_434_1LI4                       0.7396
C08988371                      NOC_434_1LI4                       0.6904
C17889042                      NOC_434_1LI4                       0.7443
C42927040                      NOC_434_1LI4                       0.6125
C19899370                      NOC_434_1LI4                       0.6277
galux-align: processed 108 molecules in 10.458777589s.
Average (per molecule): 96.84053325ms.
