Query name                     Template name                       Score
C40470605                      NOC_434_1LI4                       0.5511
C62923863                      NOC_434_1LI4                       0.6283
C41036571                      NOC_434_1LI4                       0.5491
C41098087                      NOC_434_1LI4                       0.6885
C62100422                      NOC_434_1LI4                       0.6611
C49816882                      NOC_434_1LI4                       0.6024
C35455377                      NOC_434_1LI4                       0.6613
C67044253                      NOC_434_1LI4                       0.6124
C49129184                      NOC_434_1LI4                       0.5997
C42425070                      NOC_434_1LI4                       0.6043
C19754363                      NOC_434_1LI4                       0.5545
C41036715                      NOC_434_1LI4                       0.5838
C39096122                      NOC_434_1LI4                       0.5546
C05024942                      NOC_434_1LI4                       0.5439
C51152066                      NOC_434_1LI4                       0.6623
C37744352                      NOC_434_1LI4                       0.5688
C03124186                      NOC_434_1LI4                       0.6223
C49776713                      NOC_434_1LI4                       0.5367
C42431109                      NOC_434_1LI4                       0.6262
C01269312                      NOC_434_1LI4                       0.6742
C41804901                      NOC_434_1LI4                       0.5907
C49425694                      NOC_434_1LI4                       0.6334
C06512316                      NOC_434_1LI4                       0.6992
C57312285                      NOC_434_1LI4                       0.5477
C42430331                      NOC_434_1LI4                       0.5738
C06185553                      NOC_434_1LI4                       0.5807
C40453592                      NOC_434_1LI4                       0.7181
C48494236                      NOC_434_1LI4                       0.6676
C36390472                      NOC_434_1LI4                       0.7027
C42350044                      NOC_434_1LI4                       0.5837
C50162629                      NOC_434_1LI4                       0.6676
C25854051                      NOC_434_1LI4                       0.6029
C61918904                      NOC_434_1LI4                       0.4787
C49469530                      NOC_434_1LI4                       0.6948
C08653162                      NOC_434_1LI4                       0.7037
C61685018                      NOC_434_1LI4                       0.6596
C49087302                      NOC_434_1LI4                       0.5594
C38033754                      NOC_434_1LI4                       0.7005
C54343018                      NOC_434_1LI4                       0.5406
C40687647                      NOC_434_1LI4                       0.6336
C35453628                      NOC_434_1LI4                       0.6317
C62916276                      NOC_434_1LI4                       0.5341
C50244641                      NOC_434_1LI4                       0.6530
C08653124                      NOC_434_1LI4                       0.7015
C03520129                      NOC_434_1LI4                       0.7323
C50244608                      NOC_434_1LI4                       0.5982
C40411628                      NOC_434_1LI4                       0.6674
C67641443                      NOC_434_1LI4                       0.6012
C16954439                      NOC_434_1LI4                       0.4945
C37841935                      NOC_434_1LI4                       0.6187
C00580944                      NOC_434_1LI4                       0.5665
C50398007                      NOC_434_1LI4                       0.7577
C40329219                      NOC_434_1LI4                       0.6571
C12414008                      NOC_434_1LI4                       0.6824
C36998498                      NOC_434_1LI4                       0.7669
C42162138                      NOC_434_1LI4                       0.6104
C19971661                      NOC_434_1LI4                       0.6333
C61685094                      NOC_434_1LI4                       0.5988
C42414223                      NOC_434_1LI4                       0.6231
C04729309                      NOC_434_1LI4                       0.5739
C50394779                      NOC_434_1LI4                       0.7383
C46694912                      NOC_434_1LI4                       0.6876
C20469916                      NOC_434_1LI4                       0.6970
C61887323                      NOC_434_1LI4                       0.6591
C44927432                      NOC_434_1LI4                       0.6465
C34924845                      NOC_434_1LI4                       0.6393
C62243084                      NOC_434_1LI4                       0.5659
C44877699                      NOC_434_1LI4                       0.5525
C34977284                      NOC_434_1LI4                       0.5495
C62947180                      NOC_434_1LI4                       0.7013
C48890291                      NOC_434_1LI4                       0.6312
C35301049                      NOC_434_1LI4                       0.7011
C62926028                      NOC_434_1LI4                       0.5782
C48968061                      NOC_434_1LI4                       0.6294
C36948218                      NOC_434_1LI4                       0.5837
C64874598                      NOC_434_1LI4                       0.6482
C44987977                      NOC_434_1LI4                       0.6927
C36948200                      NOC_434_1LI4                       0.6324
C00510360                      NOC_434_1LI4                       0.6009
C49477092                      NOC_434_1LI4                       0.6753
C37561122                      NOC_434_1LI4                       0.6022
C65525855                      NOC_434_1LI4                       0.7441
C51986641                      NOC_434_1LI4                       0.6749
C04201781                      NOC_434_1LI4                       0.6403
C02787471                      NOC_434_1LI4                       0.6097
C48960838                      NOC_434_1LI4                       0.5918
C00133122                      NOC_434_1LI4                       0.5577
C35297006                      NOC_434_1LI4                       0.6078
C51121000                      NOC_434_1LI4                       0.7039
C39558834                      NOC_434_1LI4                       0.7054
C05743114                      NOC_434_1LI4                       0.4499
C46088732                      NOC_434_1LI4                       0.6404
C40304885                      NOC_434_1LI4                       0.7600
C04073009                      NOC_434_1LI4                       0.5891
C51121705                      NOC_434_1LI4                       0.6449
C43841131                      NOC_434_1LI4                       0.5518
C36722803                      NOC_434_1LI4                       0.6882
C64427679                      NOC_434_1LI4                       0.6650
C56917396                      NOC_434_1LI4                       0.7333
C07141081                      NOC_434_1LI4                       0.7126
C54492890                      NOC_434_1LI4                       0.5498
C42429930                      NOC_434_1LI4                       0.5760
C16713487                      NOC_434_1LI4                       0.6156
C58408223                      NOC_434_1LI4                       0.7051
C40329449                      NOC_434_1LI4                       0.6516
C50397470                      NOC_434_1LI4                       0.5545
C54155984                      NOC_434_1LI4                       0.4736
C49358224                      NOC_434_1LI4                       0.7090
galux-align: processed 108 molecules in 8.420776039s.
Average (per molecule): 77.9701485ms.
