Query name                     Template name                       Score
C61592323                      NOC_434_1LI4                       0.6550
C49516327                      NOC_434_1LI4                       0.4923
C35358349                      NOC_434_1LI4                       0.6385
C62811170                      NOC_434_1LI4                       0.6599
C48940863                      NOC_434_1LI4                       0.5886
C40482107                      NOC_434_1LI4                       0.6167
C01439584                      NOC_434_1LI4                       0.6616
C41036609                      NOC_434_1LI4                       0.5231
C44169088                      NOC_434_1LI4                       0.4470
C62810966                      NOC_434_1LI4                       0.6003
C50568168                      NOC_434_1LI4                       0.5850
C37073581                      NOC_434_1LI4                       0.6940
C04802747                      NOC_434_1LI4                       0.6091
C49265894                      NOC_434_1LI4                       0.5450
C42430292                      NOC_434_1LI4                       0.6593
C19981573                      NOC_434_1LI4                       0.6226
C41759998                      NOC_434_1LI4                       0.5615
C48498553                      NOC_434_1LI4                       0.6263
C01602292                      NOC_434_1LI4                       0.5708
C54082326                      NOC_434_1LI4                       0.5495
C40832595                      NOC_434_1LI4                       0.6991
C01799007                      NOC_434_1LI4                       0.6850
C51146497                      NOC_434_1LI4                       0.5441
C45083944                      NOC_434_1LI4                       0.7176
C33327114                      NOC_434_1LI4                       0.6247
C41805056                      NOC_434_1LI4                       0.5358
C43601414                      NOC_434_1LI4                       0.6384
C13361322                      NOC_434_1LI4                       0.6633
C05621220                      NOC_434_1LI4                       0.5456
C44934143                      NOC_434_1LI4                       0.6689
C08326361                      NOC_434_1LI4                       0.7041
C42429942                      NOC_434_1LI4                       0.6241
C48949741                      NOC_434_1LI4                       0.6296
C37587433                      NOC_434_1LI4                       0.6969
C51633840                      NOC_434_1LI4                       0.6455
C54055092                      NOC_434_1LI4                       0.5856
C35247871                      NOC_434_1LI4                       0.6372
C61935733                      NOC_434_1LI4                       0.6470
C50244495                      NOC_434_1LI4                       0.6396
C21585738                      NOC_434_1LI4                       0.6908
C67312188                      NOC_434_1LI4                       0.6611
C49519727                      NOC_434_1LI4                       0.5935
C36682166                      NOC_434_1LI4                       0.6661
C61574338                      NOC_434_1LI4                       0.4960
C55185260                      NOC_434_1LI4                       0.5850
C36733724                      NOC_434_1LI4                       0.6378
C05677280                      NOC_434_1LI4                       0.5104
C50306507                      NOC_434_1LI4                       0.6122
C39211225                      NOC_434_1LI4                       0.6723
C09915827                      NOC_434_1LI4                       0.7582
C51992099                      NOC_434_1LI4                       0.6287
C40578847                      NOC_434_1LI4                       0.6614
C01646833                      NOC_434_1LI4                       0.6267
C61673764                      NOC_434_1LI4                       0.5712
C40382120                      NOC_434_1LI4                       0.6974
C03103072                      NOC_434_1LI4                       0.4816
C51121933                      NOC_434_1LI4                       0.6659
C40829875                      NOC_434_1LI4                       0.6162
C14607181                      NOC_434_1LI4                       0.6706
C60403649                      NOC_434_1LI4                       0.6421
C43503843                      NOC_434_1LI4                       0.7338
C20475395                      NOC_434_1LI4                       0.6281
C62102255                      NOC_434_1LI4                       0.6345
C44791435                      NOC_434_1LI4                       0.6048
C20281501                      NOC_434_1LI4                       0.5933
C61686064                      NOC_434_1LI4                       0.6149
C48421567                      NOC_434_1LI4                       0.5883
C24710258                      NOC_434_1LI4                       0.7047
C62858352                      NOC_434_1LI4                       0.5768
C45574408                      NOC_434_1LI4                       0.6366
C35651344                      NOC_434_1LI4                       0.6887
C62811263                      NOC_434_1LI4                       0.6137
C44932122                      NOC_434_1LI4                       0.5986
C35737090                      NOC_434_1LI4                       0.5532
C63506104                      NOC_434_1LI4                       0.6361
C49095001                      NOC_434_1LI4                       0.5877
C37115582                      NOC_434_1LI4                       0.6923
C63138947                      NOC_434_1LI4                       0.6071
C50222952                      NOC_434_1LI4                       0.6118
C37034529                      NOC_434_1LI4                       0.6900
C66635071                      NOC_434_1LI4                       0.7029
C48836167                      NOC_434_1LI4                       0.5870
C37389955                      NOC_434_1LI4                       0.5485
C10586368                      NOC_434_1LI4                       0.5915
C50212939                      NOC_434_1LI4                       0.6764
C03639064                      NOC_434_1LI4                       0.7090
C04032020                      NOC_434_1LI4                       0.5111
C52012264                      NOC_434_1LI4                       0.6318
C40168044                      NOC_434_1LI4                       0.4953
C12503472                      NOC_434_1LI4                       0.4910
C50324702                      NOC_434_1LI4                       0.6371
C40305563                      NOC_434_1LI4                       0.5874
C35345253                      NOC_434_1LI4                       0.6726
C54415497                      NOC_434_1LI4                       0.7125
C04123582                      NOC_434_1LI4                       0.6984
C03160849                      NOC_434_1LI4                       0.4786
C40833536                      NOC_434_1LI4                       0.7119
C40482054                      NOC_434_1LI4                       0.6132
C22160927                      NOC_434_1LI4                       0.5558
C48960840                      NOC_434_1LI4                       0.5936
C40219097                      NOC_434_1LI4                       0.4788
C04339465                      NOC_434_1LI4                       0.6562
C49228851                      NOC_434_1LI4                       0.5977
C49127037                      NOC_434_1LI4                       0.7102
C04275146                      NOC_434_1LI4                       0.7272
C61592407                      NOC_434_1LI4                       0.6791
C36929619                      NOC_434_1LI4                       0.5643
C01638549                      NOC_434_1LI4                       0.5376
galux-align: processed 108 molecules in 8.567378507s.
Average (per molecule): 79.32757875ms.
