name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C42163591,0,1,1,1,0,0,0,1,0,1,0,0.4545454545454546,0.5737,0.06172839506172839
C20354545,1,0,0,0,1,0,0,1,1,1,0,0.4545454545454546,0.7133,0.08641975308641975
C34938248,1,0,0,0,1,1,0,0,1,0,1,0.4545454545454546,0.6251,0.06976744186046512
C66741093,2,0,0,0,1,0,0,1,0,0,1,0.4545454545454546,0.7551,0.06818181818181818
C40912236,0,0,0,0,0,0,1,1,1,1,0,0.36363636363636365,0.5457,0.03896103896103896
C48843397,0,0,0,0,1,0,0,1,1,1,0,0.36363636363636365,0.6139,0.04878048780487805
C65191733,1,0,0,0,0,0,1,1,1,0,0,0.36363636363636365,0.7291,0.06666666666666667
C37745171,0,0,0,1,0,1,0,0,0,1,1,0.36363636363636365,0.6455,0.05434782608695652
C49468537,0,0,0,0,0,0,1,1,1,1,0,0.36363636363636365,0.6086,0.07142857142857142
C00351018,0,0,0,0,1,0,0,1,1,0,1,0.36363636363636365,0.5653,0.08333333333333333
C40578816,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5571,0.04878048780487805
C44452957,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.6538,0.0425531914893617
C40397239,1,0,0,0,1,0,0,0,1,0,0,0.2727272727272727,0.6428,0.037037037037037035
C20758721,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.7976,0.1111111111111111
C19967015,1,0,0,0,0,1,0,0,0,0,1,0.2727272727272727,0.6856,0.08433734939759036
C48644555,0,0,0,0,0,0,0,1,0,2,0,0.2727272727272727,0.6298,0.075
C49571650,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6417,0.056818181818181816
C50397094,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.7529,0.09523809523809523
C20357448,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.6393,0.08695652173913043
C51147518,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6559,0.0963855421686747
C02568983,1,1,0,0,0,0,0,0,0,1,0,0.2727272727272727,0.6068,0.10588235294117647
C42430347,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.5992,0.05747126436781609
C20354534,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6974,0.08641975308641975
C57292339,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5698,0.05952380952380952
C37934349,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.611,0.1
C35247850,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.5572,0.08
C36277997,0,1,1,0,0,0,0,0,1,0,0,0.2727272727272727,0.656,0.07317073170731707
C14753102,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.6126,0.11235955056179775
C60378765,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.7444,0.08247422680412371
C43413680,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.5872,0.0375
C13483915,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.6932,0.07954545454545454
C36201453,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.6394,0.07228915662650602
C49183517,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.7163,0.06896551724137931
C05400089,1,0,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.61,0.1
C50398251,0,0,0,0,1,0,0,0,0,0,1,0.18181818181818182,0.6391,0.05813953488372093
C67164911,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.6606,0.05154639175257732
C58348526,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5949,0.06666666666666667
C48733783,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.6862,0.06896551724137931
C63139203,0,1,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.5436,0.07792207792207792
C52125743,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.6317,0.10256410256410256
C36165388,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6265,0.05952380952380952
C04625566,1,0,0,0,0,1,0,0,0,0,0,0.18181818181818182,0.5675,0.0875
C44528730,1,0,0,0,0,1,0,0,0,0,0,0.18181818181818182,0.5871,0.08333333333333333
C06780579,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5455,0.08333333333333333
C40827239,0,0,1,0,0,0,0,1,0,0,0,0.18181818181818182,0.6806,0.08045977011494253
C06904132,0,0,0,0,0,0,1,0,0,0,1,0.18181818181818182,0.5,0.07792207792207792
C40217414,0,1,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.6631,0.0759493670886076
C48949321,0,0,1,0,0,0,0,1,0,0,0,0.18181818181818182,0.6531,0.056818181818181816
C49104725,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.7037,0.056179775280898875
C62946801,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.704,0.05747126436781609
C40220654,0,0,0,0,0,1,0,1,0,0,0,0.18181818181818182,0.5021,0.05555555555555555
