Query name                     Template name                       Score
C40378430                      NOC_434_1LI4                       0.6004
C04538235                      NOC_434_1LI4                       0.7008
C50392888                      NOC_434_1LI4                       0.7392
C40470833                      NOC_434_1LI4                       0.5914
C61844994                      NOC_434_1LI4                       0.5121
C51355399                      NOC_434_1LI4                       0.5640
C41041372                      NOC_434_1LI4                       0.7290
C04913828                      NOC_434_1LI4                       0.7079
C49976254                      NOC_434_1LI4                       0.5747
C40486686                      NOC_434_1LI4                       0.6244
C31738830                      NOC_434_1LI4                       0.6433
C55298621                      NOC_434_1LI4                       0.6893
C42429705                      NOC_434_1LI4                       0.6124
C12348756                      NOC_434_1LI4                       0.5583
C55186156                      NOC_434_1LI4                       0.5812
C43474574                      NOC_434_1LI4                       0.6630
C08816592                      NOC_434_1LI4                       0.6776
C44361846                      NOC_434_1LI4                       0.6089
C42524028                      NOC_434_1LI4                       0.5818
C36736592                      NOC_434_1LI4                       0.6125
C55090464                      NOC_434_1LI4                       0.5539
C45597150                      NOC_434_1LI4                       0.5436
C20298405                      NOC_434_1LI4                       0.6588
C37660374                      NOC_434_1LI4                       0.6647
C49228035                      NOC_434_1LI4                       0.5971
C19419441                      NOC_434_1LI4                       0.6533
C61592315                      NOC_434_1LI4                       0.6413
C44932439                      NOC_434_1LI4                       0.7241
C37516670                      NOC_434_1LI4                       0.5902
C62814530                      NOC_434_1LI4                       0.5852
C49355242                      NOC_434_1LI4                       0.7114
C37073626                      NOC_434_1LI4                       0.7278
C61886594                      NOC_434_1LI4                       0.5685
C50222979                      NOC_434_1LI4                       0.6079
C37021977                      NOC_434_1LI4                       0.5859
C38591451                      NOC_434_1LI4                       0.5175
C49641249                      NOC_434_1LI4                       0.7079
C40533020                      NOC_434_1LI4                       0.6605
C63175403                      NOC_434_1LI4                       0.6235
C50244599                      NOC_434_1LI4                       0.5610
C40338382                      NOC_434_1LI4                       0.6670
C02532534                      NOC_434_1LI4                       0.6583
C37208276                      NOC_434_1LI4                       0.7209
C40378833                      NOC_434_1LI4                       0.6529
C00304974                      NOC_434_1LI4                       0.6000
C52125890                      NOC_434_1LI4                       0.6416
C41583498                      NOC_434_1LI4                       0.5182
C19801068                      NOC_434_1LI4                       0.4650
C50250990                      NOC_434_1LI4                       0.5433
C40563785                      NOC_434_1LI4                       0.6382
C02046046                      NOC_434_1LI4                       0.5770
C62100802                      NOC_434_1LI4                       0.5726
C47232144                      NOC_434_1LI4                       0.6694
C19798158                      NOC_434_1LI4                       0.6172
C58522059                      NOC_434_1LI4                       0.6703
C44344688                      NOC_434_1LI4                       0.7436
C35179741                      NOC_434_1LI4                       0.6018
C51355296                      NOC_434_1LI4                       0.5451
C42806516                      NOC_434_1LI4                       0.6626
C20078554                      NOC_434_1LI4                       0.5792
C62933243                      NOC_434_1LI4                       0.5600
C49095003                      NOC_434_1LI4                       0.5935
C34572470                      NOC_434_1LI4                       0.6839
C62102249                      NOC_434_1LI4                       0.6436
C45112422                      NOC_434_1LI4                       0.5903
C36224902                      NOC_434_1LI4                       0.5388
C61887698                      NOC_434_1LI4                       0.5570
C45722671                      NOC_434_1LI4                       0.7309
C35431116                      NOC_434_1LI4                       0.4778
C64029107                      NOC_434_1LI4                       0.5400
C49210663                      NOC_434_1LI4                       0.6909
C36677854                      NOC_434_1LI4                       0.5623
C62843915                      NOC_434_1LI4                       0.5936
C50252865                      NOC_434_1LI4                       0.6754
C37256654                      NOC_434_1LI4                       0.5522
C63132264                      NOC_434_1LI4                       0.5733
C48950276                      NOC_434_1LI4                       0.6696
C04335899                      NOC_434_1LI4                       0.4334
C05291472                      NOC_434_1LI4                       0.5782
C19793789                      NOC_434_1LI4                       0.6259
C39053965                      NOC_434_1LI4                       0.4781
C01605307                      NOC_434_1LI4                       0.5320
C52011743                      NOC_434_1LI4                       0.6451
C40479507                      NOC_434_1LI4                       0.5277
C00156258                      NOC_434_1LI4                       0.5552
C50242948                      NOC_434_1LI4                       0.5586
C40471521                      NOC_434_1LI4                       0.5249
C00344344                      NOC_434_1LI4                       0.5739
C51088918                      NOC_434_1LI4                       0.7337
C40471738                      NOC_434_1LI4                       0.6240
C22156822                      NOC_434_1LI4                       0.5991
C20274610                      NOC_434_1LI4                       0.6137
C40481559                      NOC_434_1LI4                       0.5739
C35234211                      NOC_434_1LI4                       0.5835
C53096334                      NOC_434_1LI4                       0.6114
C43515998                      NOC_434_1LI4                       0.4994
C20275463                      NOC_434_1LI4                       0.5947
C51093973                      NOC_434_1LI4                       0.7291
C55859719                      NOC_434_1LI4                       0.7405
C08272078                      NOC_434_1LI4                       0.7010
C59157955                      NOC_434_1LI4                       0.6516
C40471424                      NOC_434_1LI4                       0.5857
C12505413                      NOC_434_1LI4                       0.6311
C51096418                      NOC_434_1LI4                       0.7132
C40673427                      NOC_434_1LI4                       0.6613
C05353383                      NOC_434_1LI4                       0.4944
C52759417                      NOC_434_1LI4                       0.6033
C48797061                      NOC_434_1LI4                       0.6461
galux-align: processed 108 molecules in 8.098850037s.
Average (per molecule): 74.98935225ms.
