name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C42430292,0,1,1,1,0,0,0,1,1,0,0,0.4545454545454546,0.6593,0.06896551724137931
C35345253,1,0,0,0,0,0,0,1,1,2,0,0.4545454545454546,0.6726,0.09876543209876543
C61592407,0,1,1,1,0,0,0,0,1,0,1,0.4545454545454546,0.6791,0.08602150537634409
C61592323,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.655,0.10588235294117647
C35358349,1,1,1,0,0,0,0,0,1,0,0,0.36363636363636365,0.6385,0.06329113924050633
C48498553,1,0,0,0,1,0,0,1,0,1,0,0.36363636363636365,0.6263,0.04938271604938271
C01799007,0,1,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.685,0.08235294117647059
C21585738,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.6908,0.11538461538461539
C20281501,1,0,1,0,0,0,0,1,1,0,0,0.36363636363636365,0.5933,0.13043478260869565
C10586368,1,0,0,1,0,0,0,1,0,1,0,0.36363636363636365,0.5915,0.06329113924050633
C01439584,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.6616,0.05263157894736842
C40832595,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6991,0.056179775280898875
C45083944,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.7176,0.11688311688311688
C08326361,0,0,1,1,0,0,0,0,0,1,0,0.2727272727272727,0.7041,0.12
C42429942,1,0,0,0,0,0,0,0,0,2,0,0.2727272727272727,0.6241,0.07228915662650602
C54055092,0,0,0,0,1,0,0,0,0,2,0,0.2727272727272727,0.5856,0.03571428571428571
C35247871,0,0,1,0,0,1,0,0,0,1,0,0.2727272727272727,0.6372,0.10975609756097561
C01646833,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6267,0.06944444444444445
C51121933,0,0,0,0,1,1,0,0,0,1,0,0.2727272727272727,0.6659,0.06493506493506493
C43503843,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,0.7338,0.06666666666666667
C20475395,1,0,0,0,0,0,0,0,0,2,0,0.2727272727272727,0.6281,0.0625
C62102255,1,0,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.6345,0.08860759493670886
C61686064,0,0,0,0,0,0,0,2,0,1,0,0.2727272727272727,0.6149,0.0759493670886076
C44932122,0,0,0,0,0,0,1,0,0,2,0,0.2727272727272727,0.5986,0.04819277108433735
C63138947,0,0,1,1,0,0,0,0,0,1,0,0.2727272727272727,0.6071,0.08139534883720931
C37034529,0,0,0,0,0,0,1,0,0,2,0,0.2727272727272727,0.69,0.05194805194805195
C12503472,0,1,1,1,0,0,0,0,0,0,0,0.2727272727272727,0.491,0.11538461538461539
C04123582,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.6984,0.09574468085106383
C22160927,1,0,0,1,0,0,0,0,0,1,0,0.2727272727272727,0.5558,0.07058823529411765
C40482107,0,0,0,1,0,0,0,0,1,0,0,0.18181818181818182,0.6167,0.07407407407407407
C62810966,0,0,0,0,1,0,0,1,0,0,0,0.18181818181818182,0.6003,0.1111111111111111
C50568168,0,0,1,0,0,0,0,0,0,1,0,0.18181818181818182,0.585,0.07407407407407407
C37073581,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.694,0.07692307692307693
C04802747,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6091,0.06944444444444445
C19981573,0,0,0,0,1,0,0,1,0,0,0,0.18181818181818182,0.6226,0.06329113924050633
C51146497,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5441,0.0821917808219178
C33327114,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.6247,0.10256410256410256
C37587433,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.6969,0.06896551724137931
C36682166,0,0,0,0,1,0,0,0,1,0,0,0.18181818181818182,0.6661,0.08045977011494253
C61574338,0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.496,0.04938271604938271
C55185260,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.585,0.11392405063291139
C39211225,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.6723,0.09195402298850575
C51992099,0,0,0,0,1,0,0,0,0,1,0,0.18181818181818182,0.6287,0.09302325581395349
C40578847,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.6614,0.056179775280898875
C61673764,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.5712,0.08
