name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C54417570,1,0,0,0,1,1,0,0,0,1,1,0.4545454545454546,0.5595,0.08641975308641975
C39098285,1,0,1,1,0,0,0,1,1,0,0,0.4545454545454546,0.6349,0.1095890410958904
C41632504,0,1,1,1,0,0,0,0,1,0,0,0.36363636363636365,0.6655,0.06521739130434782
C61712741,1,0,0,1,1,0,0,0,1,0,0,0.36363636363636365,0.6826,0.11764705882352941
C19488524,1,0,0,0,0,0,0,1,1,0,1,0.36363636363636365,0.6241,0.06172839506172839
C35796989,0,0,0,0,0,0,1,1,1,0,1,0.36363636363636365,0.5491,0.039473684210526314
C42430310,0,1,1,1,0,0,0,1,0,0,0,0.36363636363636365,0.6425,0.047058823529411764
C42014732,1,0,0,0,0,0,1,0,0,0,2,0.36363636363636365,0.6607,0.07692307692307693
C50349717,1,0,1,0,0,0,0,1,0,1,0,0.36363636363636365,0.5855,0.056338028169014086
C56213942,0,0,1,0,0,0,0,1,1,0,0,0.2727272727272727,0.7241,0.047058823529411764
C20745538,1,0,0,0,0,0,1,0,0,1,0,0.2727272727272727,0.668,0.07058823529411765
C62100022,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.6201,0.10975609756097561
C42535164,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.5139,0.06493506493506493
C44934902,0,0,0,0,0,0,1,0,0,2,0,0.2727272727272727,0.6003,0.08641975308641975
C36895411,0,0,0,0,0,0,0,1,2,0,0,0.2727272727272727,0.6729,0.05813953488372093
C05164874,0,0,0,0,0,0,0,2,1,0,0,0.2727272727272727,0.7023,0.06593406593406594
C05264138,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6255,0.05747126436781609
C37527470,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6325,0.07407407407407407
C50753231,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6725,0.07228915662650602
C61684838,0,0,0,1,0,0,0,1,0,1,0,0.2727272727272727,0.67,0.060240963855421686
C40325879,0,1,0,1,0,0,0,0,1,0,0,0.2727272727272727,0.5705,0.10588235294117647
C29158322,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7291,0.06
C62935334,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.5636,0.047619047619047616
C44932674,0,0,0,0,0,0,0,0,0,2,0,0.18181818181818182,0.515,0.07792207792207792
C50197765,0,0,0,0,1,0,0,0,1,0,0,0.18181818181818182,0.744,0.09090909090909091
C38008980,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.6981,0.08235294117647059
C66740753,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.7374,0.054945054945054944
C50367314,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.6566,0.08235294117647059
C16449328,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.6854,0.07865168539325842
C48798632,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.6221,0.07058823529411765
C29720050,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.6956,0.04040404040404041
C01075691,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.6782,0.05813953488372093
C59204704,0,0,1,1,0,0,0,0,0,0,0,0.18181818181818182,0.5304,0.039473684210526314
C37450409,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.6509,0.06896551724137931
C58301223,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.7278,0.05102040816326531
C51147791,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.6659,0.08235294117647059
C53507814,1,0,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.6375,0.052083333333333336
C39570647,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.6913,0.08333333333333333
C37906527,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.6871,0.058823529411764705
C11887529,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5437,0.05128205128205128
C44784599,0,0,0,0,0,0,1,1,0,0,0,0.18181818181818182,0.6048,0.07142857142857142
C05957709,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.6303,0.07777777777777778
C51602398,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0.5726,0.09876543209876543
C48862268,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5998,0.04597701149425287
C58401497,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.6311,0.0963855421686747
C48608144,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6567,0.05952380952380952
C25199747,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,0.6861,0.07317073170731707
C35186379,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.6836,0.06896551724137931
C65512366,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,0.6107,0.07777777777777778
C00203991,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.5278,0.1095890410958904
C25306481,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6489,0.08333333333333333
C44838540,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.5923,0.037037037037037035
C42811525,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.6102,0.06818181818181818
C08972736,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.6548,0.07692307692307693
C52834185,0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.4823,0.0547945205479452
C52880689,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.694,0.06896551724137931
C45772182,0,0,0,0,1,0,0,0,0,0,0,0.09090909090909091,0.7111,0.056179775280898875
