name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C00253310,0,1,1,2,0,0,0,0,0,2,0,0.5454545454545455,0.6157,0.07317073170731707
C62876622,0,1,1,1,0,0,0,0,1,1,0,0.4545454545454546,0.585,0.047058823529411764
C55892632,1,0,0,0,0,0,0,2,1,1,0,0.4545454545454546,0.668,0.0625
C44887673,0,0,1,1,0,0,0,1,1,0,1,0.4545454545454546,0.6548,0.08139534883720931
C17210928,0,0,0,0,0,0,0,2,1,1,0,0.36363636363636365,0.5653,0.04838709677419355
C40736664,0,0,0,1,1,0,0,0,1,1,0,0.36363636363636365,0.6758,0.08974358974358974
C22056143,0,0,0,0,1,2,0,0,0,0,1,0.36363636363636365,0.5582,0.08333333333333333
C37429894,0,0,0,0,0,0,0,1,1,1,1,0.36363636363636365,0.6742,0.05434782608695652
C40288146,1,0,0,0,0,1,0,1,1,0,0,0.36363636363636365,0.6911,0.10344827586206896
C36745182,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6952,0.08433734939759036
C03647772,0,0,0,0,0,0,0,1,1,0,1,0.2727272727272727,0.5675,0.075
C51147526,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.6953,0.11494252873563218
C02157976,1,0,0,0,0,0,0,0,1,0,1,0.2727272727272727,0.6335,0.054945054945054944
C54155993,0,0,0,0,0,1,1,0,0,0,1,0.2727272727272727,0.5089,0.08
C00368254,0,0,0,0,1,0,0,1,1,0,0,0.2727272727272727,0.6485,0.06666666666666667
C20757769,1,0,0,0,0,0,0,1,1,0,0,0.2727272727272727,0.7464,0.09090909090909091
C02226436,1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.6794,0.09302325581395349
C51147719,1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.6631,0.07865168539325842
C36817955,0,0,0,0,0,1,0,0,0,1,1,0.2727272727272727,0.5853,0.06896551724137931
C65370152,1,0,0,0,0,0,0,0,0,2,0,0.2727272727272727,0.6435,0.1125
C50770200,0,0,0,0,0,0,0,1,1,1,0,0.2727272727272727,0.6604,0.08641975308641975
C40481870,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0.5785,0.02531645569620253
C51147722,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5839,0.09876543209876543
C28807240,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.6862,0.06976744186046512
C24378110,0,1,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.7095,0.05952380952380952
C51122005,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.6825,0.09090909090909091
C44931209,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.5163,0.06172839506172839
C47511994,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.7046,0.052083333333333336
C31940427,1,0,0,0,0,0,0,0,1,0,0,0.18181818181818182,0.6407,0.056818181818181816
C05009022,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5177,0.07042253521126761
C03954392,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5736,0.075
C49467723,0,0,0,0,0,0,0,0,1,1,0,0.18181818181818182,0.5311,0.02531645569620253
C12956544,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.699,0.07692307692307693
C39464387,0,0,0,0,0,0,0,0,1,0,1,0.18181818181818182,0.7329,0.08045977011494253
C52048347,0,0,0,0,0,0,0,0,0,2,0,0.18181818181818182,0.5811,0.09333333333333334
C16378908,0,0,0,0,1,0,0,0,0,0,1,0.18181818181818182,0.5787,0.07058823529411765
C44452679,0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.6518,0.05434782608695652
C61953268,0,1,0,1,0,0,0,0,0,0,0,0.18181818181818182,0.7026,0.04395604395604396
C48950135,1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.5836,0.04819277108433735
C06057683,0,0,0,0,0,0,0,1,1,0,0,0.18181818181818182,0.718,0.06593406593406594
C37838128,0,0,0,0,0,1,0,0,0,1,0,0.18181818181818182,0.5926,0.07142857142857142
