name,gscreen_pistacking0,gscreen_hydrogenbonding0,gscreen_hydrogenbonding1,gscreen_hydrogenbonding2,gscreen_hydrogenbonding3,gscreen_hydrogenbonding4,gscreen_hydrogenbonding5,gscreen_hydrogenbonding6,gscreen_hydrogenbonding7,gscreen_hydrogenbonding8,gscreen_hydrogenbonding9,pharma_score,shape_score,tani_sim
C36234046,0,1,1,1,0,0,0,0,0,2,0,0.4545454545454546,0.5916,0.08860759493670886
C50323346,0,1,1,0,1,0,1,0,0,1,0,0.4545454545454546,0.6479,0.09523809523809523
C17142029,0,1,1,1,0,1,1,0,0,0,0,0.4545454545454546,0.6768,0.06097560975609756
C62242933,0,1,1,0,0,0,0,1,1,1,0,0.4545454545454546,0.6899,0.08333333333333333
C40321032,0,1,1,1,0,0,0,1,0,0,1,0.4545454545454546,0.6835,0.11267605633802817
C35453269,1,0,0,0,0,0,0,1,1,1,0,0.36363636363636365,0.7055,0.09302325581395349
C64788355,0,0,0,1,0,0,0,1,1,1,0,0.36363636363636365,0.7092,0.0989010989010989
C62808496,0,0,0,1,0,0,1,0,0,1,1,0.36363636363636365,0.6147,0.1111111111111111
C42430401,0,1,1,1,0,0,1,0,0,0,0,0.36363636363636365,0.5921,0.05813953488372093
C49540301,1,0,0,0,1,0,0,1,0,0,1,0.36363636363636365,0.5447,0.05063291139240506
C55172233,0,1,1,1,0,0,0,0,0,1,0,0.36363636363636365,0.6512,0.09411764705882353
C62935474,0,0,0,1,0,0,0,1,1,1,0,0.36363636363636365,0.587,0.03488372093023256
C40481618,0,1,1,0,0,0,0,1,1,0,0,0.36363636363636365,0.7139,0.07228915662650602
C06908622,1,0,0,0,0,1,0,1,1,0,0,0.36363636363636365,0.5462,0.06172839506172839
C37333538,0,1,0,0,0,1,0,0,0,1,0,0.2727272727272727,0.7241,0.09523809523809523
C04357816,0,0,0,0,0,1,1,0,1,0,0,0.2727272727272727,0.7919,0.08433734939759036
C39464672,0,1,1,0,0,0,0,1,0,0,0,0.2727272727272727,0.6195,0.08333333333333333
C50244469,0,0,0,1,0,0,0,1,1,0,0,0.2727272727272727,0.6219,0.04819277108433735
C50244591,0,0,1,1,0,0,0,0,1,0,0,0.2727272727272727,0.6402,0.07058823529411765
C04810783,1,0,0,1,0,0,0,0,0,1,0,0.2727272727272727,0.5545,0.05333333333333334
C32579492,0,0,0,0,0,0,1,1,1,0,0,0.2727272727272727,0.6244,0.06944444444444445
